id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
31,NCDAC Division of Rehabilitation and Reentry Services,reentry-organizations,Statewide,"The NCDAC Division of Rehabilitation and Reentry oversees evidence-based prison programming, transition services, local reentry council funding, and statewide reentry partnerships aimed at reducing recidivism. Staff coordinate pre-release planning, transitional housing oversight, and the Reentry 2030 initiative connecting returning citizens to housing, employment, and treatment across North Carolina. A policy and coordination division—not direct emergency cash or shelter intake.","La División de Rehabilitación y Reinserción de NCDAC supervisa programación carcelaria basada en evidencia, servicios de transición, financiamiento de consejos locales de reinserción y alianzas estatales para reducir la reincidencia. El personal coordina planificación previa a la liberación, vivienda transicional e iniciativa Reentry 2030. Es una división de política y coordinación, no admisión directa a refugio o efectivo de emergencia.",2020 Yonkers Road,Raleigh,919-733-2650,,https://www.dac.nc.gov/divisions-and-sections/rehabilitation-and-reentry-services,Justice-involved adults in NCDAC custody or recently released; community partners seeking NCDAC reentry engagement.,Adultos en custodia de NCDAC o recién liberados; aliados comunitarios que buscan vincularse con reinserción de NCDAC.,Visit dac.nc.gov rehabilitation and reentry; local reentry council contacts at dac.nc.gov/local-reentry-councils.,Visite dac.nc.gov rehabilitación y reinserción; contactos de consejos locales en dac.nc.gov/local-reentry-councils.,State office Monday–Friday business hours,statewide|reentry-organizations|NCDAC|reentry|Reentry-2030,Pre-release coordination|Local reentry council oversight|Transitional housing programs|Reentry 2030 initiative|Statewide partner networking,Wake,,statewide
32,North Carolina Justice Center — Fair Chance Criminal Justice Project,reentry-organizations,Statewide,"The NC Justice Center Fair Chance Criminal Justice Project partners with impacted people, congregations, and advocacy organizations to change criminal legal system policies from arrest through reentry. Staff advance Second Chance Act implementation, fair-chance hiring reforms, and community education while serving as backbone support for the NC Second Chance Alliance. Policy advocacy and coalition work—not individual legal intake or emergency cash assistance.","El Proyecto de Justicia Penal de Oportunidad Justa del Centro de Justicia de NC colabora con personas afectadas, congregaciones y organizaciones de defensa para cambiar políticas del sistema legal penal desde el arresto hasta la reinserción. El personal impulsa la Ley de Segunda Oportunidad y reformas de contratación justa. Es defensa de políticas y trabajo de coalición, no admisión legal individual ni efectivo de emergencia.",P.O. Box 28068,Raleigh,919-856-2570,ncjc-fccj@ncjustice.org,https://www.ncjustice.org/projects/fair-chance-criminal-justice-project/,Community members and partners seeking criminal justice policy reform and reentry advocacy in North Carolina.,Miembros de la comunidad y aliados que buscan reforma de políticas de justicia penal y defensa de reinserción en Carolina del Norte.,Email ncjc-fccj@ncjustice.org; NCJC does not provide individual legal advice through this project.,Correo ncjc-fccj@ncjustice.org; NCJC no brinda asesoría legal individual a través de este proyecto.,Monday–Friday business hours,statewide|reentry-organizations|NCJC|fair-chance|policy,Criminal justice policy advocacy|Second Chance Act support|Fair-chance hiring reform|Community education|Alliance coordination,Wake,,statewide
33,Center for Community Transitions (CCT),reentry-organizations,Charlotte / Mecklenburg County,"Center for Community Transitions is a Charlotte nonprofit founded in 1974 that helps people with criminal records and their families rebuild through reentry coaching, employment readiness, and family support programs. LifeWorks! at the Goodwill Opportunity Campus provides job training and placement for justice-involved adults, while Families Doing Time supports children and caregivers during incarceration. Referral-based programs—not emergency shelter or cash assistance.","Center for Community Transitions es una organización sin fines de lucro de Charlotte fundada en 1974 que ayuda a personas con antecedentes penales y sus familias a reconstruirse mediante coaching de reinserción, preparación laboral y apoyo familiar. LifeWorks! ofrece capacitación y colocación laboral; Families Doing Time apoya a niños y cuidadores durante la encarcelación. Programas con referencia, no refugio de emergencia ni efectivo.",5825 Old Concord Road,Charlotte,704-494-0001,,https://centerforcommunitytransitions.org/,Mecklenburg-area adults with criminal records and their families; program-specific eligibility applies per service.,Adultos del área de Mecklenburg con antecedentes penales y sus familias; aplican requisitos específicos por servicio.,"LifeWorks! at 5301 Wilkinson Blvd, phone 704-374-0762; main office 704-494-0001.","LifeWorks! en 5301 Wilkinson Blvd, teléfono 704-374-0762; oficina principal 704-494-0001.",Contact for program hours,charlotte|mecklenburg|reentry-organizations|CCT|employment|family,Reentry coaching|LifeWorks employment training|Families Doing Time support|Record navigation|Family reunification planning,Mecklenburg,Mecklenburg,single
34,Crossroads Reentry Ministries,reentry-organizations,Charlotte / Mecklenburg County,"Crossroads Reentry Ministries provides pre-release classroom instruction and post-release coaching for jail and prison inmates returning to the Charlotte region, including vocational training, sober living referrals, job placement, and case management. The program works inside Mecklenburg detention facilities and continues support after release through a Huntersville-based team. Call for intake—not a walk-in emergency shelter.","Crossroads Reentry Ministries ofrece instrucción en el aula antes de la liberación y coaching posterior para personas que regresan a la región de Charlotte, incluyendo capacitación vocacional, referencias de vivienda sobria, colocación laboral y manejo de casos. Trabaja dentro de centros de detención de Mecklenburg y continúa el apoyo después de la liberación. Llame para admisión; no es refugio de emergencia sin cita.",12411 Cool Mist Lane,Huntersville,704-499-1332,,https://www.crossroadsreentry.org/,Justice-involved adults in Mecklenburg-area correctional facilities or recently released; call for screening.,Adultos con antecedentes penales en instalaciones correccionales del área de Mecklenburg o recién liberados; llame para evaluación.,Leave a message at 704-499-1332; return call within one business day.,Deje un mensaje al 704-499-1332; devolución de llamada en un día hábil.,Contact for current schedule,charlotte|mecklenburg|reentry-organizations|pre-release|employment,In-facility reentry classes|Post-release coaching|Sober living referrals|Job placement|Case management,Mecklenburg,Mecklenburg|Cabarrus|Gaston,multi
35,Oak City Cares — Wake County Coordinated Entry Hub,reentry-organizations,Raleigh / Wake County,"Oak City Cares is a downtown Raleigh hub coordinating homelessness services for Wake County, serving as a Coordinated Entry access site for shelter referrals, street outreach, and homelessness prevention navigation. Care coordinators meet walk-in guests Monday through Friday to assess housing crises and connect individuals—including returning citizens—to Urban Ministries and Healing Transitions. In-person access site—not phone intake for CE assessments.","Oak City Cares es un centro en el centro de Raleigh que coordina servicios para personas sin hogar en el condado Wake, sirviendo como sitio de acceso de Entrada Coordinada para referencias a refugios y prevención de la falta de vivienda. Los coordinadores atienden sin cita de lunes a viernes y conectan a personas, incluidos quienes regresan de la encarcelación, con Urban Ministries y Healing Transitions. Sitio de acceso en persona, no evaluación telefónica.",1430 South Wilmington Street,Raleigh,984-344-9607,kathy.johnson@oakcitycares.org,https://oakcitycares.org/,Wake County residents experiencing homelessness or housing crisis; walk-in Monday–Friday 9:00 a.m.–3:00 p.m. (Wednesdays end 1:00 p.m.).,Residentes del condado Wake en crisis de vivienda; sin cita lunes a viernes 9:00 a.m.–3:00 p.m. (miércoles hasta 1:00 p.m.).,Coordinated Entry access site; download CE flyer at wakenc507.org for additional access sites.,Sitio de acceso de Entrada Coordinada; descargue el folleto CE en wakenc507.org.,Monday–Friday 9:00 a.m.–3:00 p.m.; Wednesday until 1:00 p.m.,raleigh|wake|reentry-organizations|coordinated-entry|housing,Coordinated Entry assessments|Shelter referrals|Street outreach referrals|Homelessness prevention navigation|Multi-agency coordination,Wake,Wake,single
36,Mecklenburg Reentry Partners Network,reentry-organizations,Charlotte / Mecklenburg County,"The Mecklenburg Reentry Partners Network is the county's NCDAC-funded local reentry council connecting justice-involved adults to housing, employment, transportation, ID restoration, and behavioral health resources across Charlotte and Mecklenburg County. Network staff coordinate referrals among CCT, Crossroads, NCWorks, and community providers to reduce recidivism. A navigation and referral hub—not direct emergency cash or shelter beds.","La Red de Aliados de Reinserción de Mecklenburg es el consejo local de reinserción financiado por NCDAC que conecta a adultos con antecedentes penales con vivienda, empleo, transporte, restauración de identificación y salud conductual en Charlotte. El personal coordina referencias entre CCT, Crossroads y NCWorks para reducir la reincidencia. Es un centro de navegación y referencias, no camas de refugio ni efectivo de emergencia.",700 North Tryon Street,Charlotte,980-314-5081,latoshia.young@mecklenburgcountync.gov,https://www.dac.nc.gov/local-reentry-councils,"Justice-involved adults returning to Mecklenburg County; referral through NCDAC, courts, jail, or partner agencies.","Adultos con antecedentes penales que regresan al condado Mecklenburg; referencia a través de NCDAC, tribunales, cárcel o agencias aliadas.",NCDAC local reentry council; also reach marcus.reddrick@mecklenburgcountync.gov; cell 704-560-9808.,Consejo local de reinserción de NCDAC; también marcus.reddrick@mecklenburgcountync.gov; celular 704-560-9808.,Contact for appointment,charlotte|mecklenburg|reentry-organizations|LRC|reentry,Mecklenburg reentry navigation|Partner agency referrals|ID and employment linkages|Behavioral health connections|Recidivism reduction coordination,Mecklenburg,Mecklenburg,single
37,Wake Local Reentry Council,reentry-organizations,Raleigh / Wake County,"The Wake Local Reentry Council is an NCDAC-funded coalition connecting justice-involved adults in Wake County to housing, employment, transportation, substance use treatment, and documentation assistance through community partners including StepUp Ministry, Healing Transitions, Oak City Cares, and NC FIT. Council navigators help returning citizens build reentry plans after prison or jail release. A referral and coordination body—not emergency shelter intake.","El Consejo Local de Reinserción de Wake es una coalición financiada por NCDAC que conecta a adultos con antecedentes penales en el condado Wake con vivienda, empleo, transporte, tratamiento de sustancias y asistencia documental a través de aliados como StepUp Ministry, Healing Transitions y Oak City Cares. Los navegadores ayudan a elaborar planes de reinserción. Cuerpo de referencia y coordinación, no admisión a refugio de emergencia.",336 Fayetteville Street,Raleigh,919-754-5372,Natalie.mabon@wake.gov,https://www.dac.nc.gov/local-reentry-councils,"Justice-involved adults returning to Wake County; referral through NCDAC, courts, or partner agencies.","Adultos con antecedentes penales que regresan al condado Wake; referencia a través de NCDAC, tribunales o agencias aliadas.",Also contact shanae.artis@wake.gov or james.johnson1@wake.gov; listed on dac.nc.gov LRC directory.,También contacte shanae.artis@wake.gov o james.johnson1@wake.gov; listado en dac.nc.gov.,Contact for appointment,raleigh|wake|reentry-organizations|LRC|reentry,Wake reentry navigation|Housing and employment referrals|Transportation linkages|Documentation assistance|Partner coalition coordination,Wake,Wake,single
38,Durham Local Reentry Council,reentry-organizations,Durham / Durham County,"The Durham Local Reentry Council coordinates reentry services for justice-involved adults returning to Durham County through partnerships with Durham County Justice Services, Lincoln Community Health Center, TROSA, and NC FIT. NCDAC-funded navigators connect returning citizens to housing, employment, behavioral health, and ID resources while supporting the county's reentry strategic plan. Referral-based coordination—not a walk-in crisis line.","El Consejo Local de Reinserción de Durham coordina servicios para adultos con antecedentes penales que regresan al condado Durham mediante alianzas con Servicios de Justicia del condado, Lincoln Community Health Center, TROSA y NC FIT. Los navegadores financiados por NCDAC conectan con vivienda, empleo, salud conductual e identificación. Coordinación con referencia, no línea de crisis sin cita.",810 Gilbert Street,Durham,919-560-0500,DurhamLRC@dconc.gov,https://www.dac.nc.gov/local-reentry-councils,"Justice-involved adults returning to Durham County; referral through NCDAC, courts, jail, or partner agencies.","Adultos con antecedentes penales que regresan al condado Durham; referencia a través de NCDAC, tribunales, cárcel o agencias aliadas.",Email DurhamLRC@dconc.gov; additional contacts Rroyster@dconc.gov and lethompson@dconc.gov on dac.nc.gov.,Correo DurhamLRC@dconc.gov; contactos adicionales en dac.nc.gov.,Contact for appointment,durham|reentry-organizations|LRC|reentry,Durham reentry navigation|Healthcare referrals|TROSA linkages|Employment and housing connections|Justice Services coordination,Durham,Durham,single
39,Healing Transitions — Men's Campus Recovery Housing,housing,Raleigh / Wake County,"Healing Transitions operates a peer-based long-term recovery program and emergency drop-in shelter for men in Wake County struggling with addiction, including uninsured and justice-involved residents. The men's campus on Goode Street provides non-medical detox entry, a motivation track with guaranteed beds, and employment-focused recovery tracks at no cost for Wake County citizens age 18 and older. Open 24/7 for shelter and detox—not a general reentry-only program without substance use needs.","Healing Transitions opera un programa de recuperación a largo plazo basado en pares y refugio de emergencia para hombres en el condado Wake que luchan con adicción, incluidos residentes sin seguro y con antecedentes penales. El campus de hombres en Goode Street ofrece entrada a desintoxicación no médica y pistas de recuperación enfocadas en empleo sin costo para ciudadanos del condado Wake mayores de 18 años. Abierto 24/7 para refugio y desintoxicación.",1251 Goode Street,Raleigh,919-838-9800,,https://healing-transitions.org/,Wake County men age 18+ with substance use disorder; detox line 919-838-9848; no insurance required.,Hombres del condado Wake mayores de 18 años con trastorno por uso de sustancias; línea de desintoxicación 919-838-9848; no se requiere seguro.,Men's detox 919-838-9848; women's campus 3304 Glen Royal Rd; program is free for Wake County residents.,Desintoxicación para hombres 919-838-9848; campus de mujeres 3304 Glen Royal Rd; programa gratuito para residentes de Wake.,24 hours daily for shelter and detox,raleigh|wake|housing|recovery|sober-living|reentry,Long-term recovery housing|Non-medical detox|Emergency drop-in shelter|Peer recovery program|Employment track,Wake,Wake,single
40,Healing Transitions — Women's Campus Recovery Housing,housing,Raleigh / Wake County,"Healing Transitions women's campus on Glen Royal Road provides long-term peer-based recovery housing, non-medical detox, and emergency shelter for women in Wake County including justice-involved residents rebuilding stability after incarceration and addiction. The program offers motivation and engagement tracks, longer-term shelter beds, and employment-focused transition planning at no cost for eligible Wake County women. Detox intake via 919-865-2558—not a domestic violence shelter.","El campus de mujeres de Healing Transitions en Glen Royal Road ofrece vivienda de recuperación a largo plazo basada en pares, desintoxicación no médica y refugio de emergencia para mujeres en el condado Wake, incluidas residentes con antecedentes penales que reconstruyen estabilidad. El programa ofrece pistas de motivación, camas de refugio a largo plazo y planificación de transición laboral sin costo. Admisión de desintoxicación vía 919-865-2558.",3304 Glen Royal Road,Raleigh,919-838-9800,,https://healing-transitions.org/,Wake County women age 18+ with substance use disorder; women's detox 919-865-2558.,Mujeres del condado Wake mayores de 18 años con trastorno por uso de sustancias; desintoxicación 919-865-2558.,Women's detox 919-865-2558; main line 919-838-9800; free for Wake County residents.,Desintoxicación para mujeres 919-865-2558; línea principal 919-838-9800; gratuito para residentes de Wake.,24 hours daily for shelter and detox,raleigh|wake|housing|women|recovery|reentry,Women's recovery housing|Non-medical detox|Long-term shelter beds|Peer recovery tracks|Employment transition planning,Wake,Wake,single
41,Urban Ministries of Wake County — Helen Wright Center for Women,housing,Raleigh / Wake County,"Urban Ministries of Wake County operates the Helen Wright Center for Women, the only low-barrier facility in Wake County serving single adult women without custody of children who are experiencing homelessness. The center provides 24/7 shelter, meals, workforce development, and goal-oriented case management to move women from homelessness to stable housing. Intake is through Wake County Coordinated Entry—not a walk-in drop-in shelter.","Urban Ministries of Wake County opera el Helen Wright Center for Women, la única instalación de baja barrera en el condado Wake para mujeres adultas solteras sin custodia de hijos que enfrentan falta de vivienda. El centro ofrece refugio 24/7, comidas, desarrollo laboral y manejo de casos orientado a metas. La admisión es a través de la Entrada Coordinada del condado Wake, no es refugio sin cita.",3603 Bastion Lane,Raleigh,919-833-1748,,https://www.urbanmin.org/services/shelter,Single adult women without children in custody experiencing homelessness in Wake County; Coordinated Entry referral required.,Mujeres adultas solteras sin hijos bajo custodia sin hogar en el condado Wake; se requiere referencia de Entrada Coordinada.,Not a drop-in shelter; access via Oak City Cares or other CE sites; general line 919-833-1748.,No es refugio sin cita; acceso vía Oak City Cares u otros sitios CE; línea general 919-833-1748.,24 hours daily once admitted,raleigh|wake|housing|women|shelter|reentry,Women's emergency shelter|Workforce development|Case management|Meals|Coordinated Entry housing pathway,Wake,Wake,single
42,Charlotte Rescue Mission — Rebound Men's Recovery Program,housing,Charlotte / Mecklenburg County,"Charlotte Rescue Mission Rebound provides free faith-based residential addiction recovery for men who cannot afford private treatment, including justice-involved men seeking sobriety, employment, and stable housing after release. The 12-step based program combines clinical substance abuse counseling with Christian context and connects graduates to Recovery Living transitional housing for up to two years. Men must call 704-333-HOPE ext. 501 themselves for telephone screening.","Charlotte Rescue Mission Rebound ofrece recuperación residencial gratuita basada en la fe para hombres que no pueden pagar tratamiento privado, incluidos hombres con antecedentes penales que buscan sobriedad, empleo y vivienda estable. El programa combina consejería clínica con contexto cristiano y conecta graduados con vivienda transicional Recovery Living hasta por dos años. Los hombres deben llamar al 704-333-HOPE ext. 501 para evaluación telefónica.",1515 East 7th Street,Charlotte,704-333-4673,admissions@charlotterescuemission.org,https://charlotterescuemission.org/our-work/men/,Men seeking free residential addiction recovery; must call for self-screening; justice-involved men welcome.,Hombres que buscan recuperación residencial gratuita; deben llamar para autoevaluación; hombres con antecedentes penales bienvenidos.,Admissions 704-333-HOPE ext. 501 or admissions@charlotterescuemission.org; applicant must call personally.,Admisiones 704-333-HOPE ext. 501 o admissions@charlotterescuemission.org; el solicitante debe llamar personalmente.,Contact admissions for intake hours,charlotte|mecklenburg|housing|recovery|faith-based|reentry,Free residential recovery|Clinical counseling|12-step programming|Recovery Living transitional housing|Employment preparation,Mecklenburg,Mecklenburg,single
43,Charlotte Rescue Mission — Recovery Living Transitional Housing,housing,Charlotte / Mecklenburg County,Charlotte Rescue Mission Recovery Living offers up to two years of transitional housing for graduates of Rebound and Dove Nest recovery programs who need additional time to secure employment and permanent housing in Charlotte. Residents participate in life skills training at Community Matters Café or live in supervised recovery residences while maintaining sobriety and employment goals. Graduates of core programs only—not open walk-in intake.,"Charlotte Rescue Mission Recovery Living ofrece hasta dos años de vivienda transicional para graduados de los programas Rebound y Dove Nest que necesitan tiempo adicional para conseguir empleo y vivienda permanente en Charlotte. Los residentes participan en capacitación de habilidades para la vida o viven en residencias de recuperación supervisadas. Solo graduados de programas principales, no admisión sin cita.",1515 East 7th Street,Charlotte,704-333-4673,,https://charlotterescuemission.org/,Graduates of Charlotte Rescue Mission Rebound or Dove Nest programs maintaining sobriety and employment goals.,Graduados de los programas Rebound o Dove Nest de Charlotte Rescue Mission que mantienen sobriedad y metas de empleo.,Transitional step after core recovery program; contact main line for graduate housing availability.,Paso transicional después del programa de recuperación principal; contacte la línea principal para disponibilidad.,Contact for current hours,charlotte|mecklenburg|housing|transitional|recovery|reentry,Transitional recovery housing|Life skills at Community Matters Café|Employment stabilization|Up to two-year residency|Sobriety support,Mecklenburg,Mecklenburg,single
44,TROSA — Durham Residential Recovery Campus,housing,Durham / Durham County,"TROSA is a state-licensed, multi-year voluntary residential substance use disorder treatment program in Durham serving men and women at no charge, including justice-involved residents referred by courts and probation officers. The comprehensive campus provides housing, meals, behavioral therapy, vocational training, medical care, and reentry support with strong post-graduation employment and recidivism outcomes. Call admissions at 919-419-1059—no referral required.","TROSA es un programa voluntario residencial de varios años con licencia estatal para trastornos por uso de sustancias en Durham que atiende a hombres y mujeres sin costo, incluidos residentes con antecedentes penales referidos por tribunales. El campus integral ofrece vivienda, comidas, terapia conductual, capacitación vocacional, atención médica y apoyo de reinserción. Llame a admisiones al 919-419-1059; no se requiere referencia.",1820 James Street,Durham,919-419-1059,admissions@trosainc.org,https://trosainc.org/,Adults with substance use disorder seeking long-term residential treatment; telephone interview required; incarcerated applicants may write to admissions address.,Adultos con trastorno por uso de sustancias que buscan tratamiento residencial a largo plazo; se requiere entrevista telefónica; solicitantes encarcelados pueden escribir a la dirección de admisiones.,Toll-free 833-408-7672; Winston-Salem campus also available; mail letters to 1820 James Street Durham NC 27707.,Línea gratuita 833-408-7672; campus de Winston-Salem también disponible; cartas a 1820 James Street Durham NC 27707.,Admissions Monday–Friday business hours,durham|housing|substance-use|vocational|reentry,Free multi-year residential treatment|Vocational training|Medical and psychiatric care|Reentry support|Driver license assistance,Durham,Durham|Wake|Orange,multi
45,TROSA — Winston-Salem Residential Recovery Campus,housing,Winston-Salem / Forsyth County,"TROSA's Winston-Salem campus extends the Durham-based multi-year residential substance use disorder treatment model to the Piedmont Triad, providing free housing, vocational training, behavioral therapy, and comprehensive reentry support for men and women including justice-involved participants. The evidence-based program emphasizes peer accountability and has documented low recidivism among graduates. Contact TROSA Admissions at 919-419-1059 or toll-free 833-408-7672.","El campus de TROSA en Winston-Salem extiende el modelo de tratamiento residencial de varios años de Durham al Piedmont Triad, ofreciendo vivienda gratuita, capacitación vocacional, terapia conductual y apoyo integral de reinserción para hombres y mujeres, incluidos participantes con antecedentes penales. Contacte admisiones al 919-419-1059 o 833-408-7672.",1820 James Street,Durham,919-419-1059,admissions@trosainc.org,https://trosainc.org/,Adults with substance use disorder seeking long-term residential treatment; serves Triad residents through Winston-Salem campus.,Adultos con trastorno por uso de sustancias que buscan tratamiento residencial a largo plazo; atiende residentes del Triad a través del campus de Winston-Salem.,Admissions based in Durham; toll-free 833-408-7672; no wait list per TROSA.,Admisiones con base en Durham; línea gratuita 833-408-7672; sin lista de espera según TROSA.,Contact admissions for hours,winston-salem|forsyth|housing|substance-use|recovery|reentry,Triad residential recovery|Vocational training|Peer accountability|Medical care|Reentry and employment support,Forsyth,Forsyth|Guilford|Davidson,multi
46,Oxford House of North Carolina — Recovery Residences,housing,Statewide,"Oxford House of North Carolina operates democratic self-run sober living homes across Charlotte, Raleigh, Durham, Greensboro, and other NC communities, providing affordable recovery housing for individuals in early sobriety including justice-involved residents transitioning from treatment or incarceration. Houses are gender-specific with peer accountability and weekly self-pay fees. Use the Oxford House directory to find bed openings by city—not an emergency shelter.","Oxford House of Carolina del Norte opera hogares de vida sobria autogestionados democráticamente en Charlotte, Raleigh, Durham, Greensboro y otras comunidades, con vivienda de recuperación asequible para personas en sobriedad temprana, incluidos residentes con antecedentes penales en transición. Las casas son por género con responsabilidad entre pares y tarifas semanales de autocobro. Use el directorio de Oxford House para encontrar vacantes por ciudad.",,Charlotte,770-831-0377,,https://www.oxfordhouse.org/,Adults in recovery with 30+ days sobriety; background check; self-pay weekly house fees.,Adultos en recuperación con 30+ días de sobriedad; verificación de antecedentes; tarifas semanales de autocobro.,Search oxfordhouse.org for NC openings; call individual houses for availability.,Busque en oxfordhouse.org vacantes en NC; llame a casas individuales para disponibilidad.,Contact individual houses,statewide|housing|Oxford-House|sober-living|recovery|reentry,Democratic sober living|Peer accountability|Affordable recovery housing|City-based house directory|Self-run residences,Mecklenburg,,statewide
47,Crisis Assistance Ministry — Housing Stability & Emergency Aid,housing,Charlotte / Mecklenburg County,"Crisis Assistance Ministry helps Mecklenburg County families facing eviction, utility disconnection, or clothing needs through financial assistance, a free store, and resource navigation for low-income households including returning citizens rebuilding after incarceration. The organization partners with Charlotte reentry providers to stabilize housing while residents seek employment. Appointment and documentation required—not a walk-in shelter.","Crisis Assistance Ministry ayuda a familias del condado Mecklenburg que enfrentan desalojo, corte de servicios públicos o necesidades de ropa mediante asistencia financiera, tienda gratuita y navegación de recursos para hogares de bajos ingresos, incluidos quienes regresan de la encarcelación. Se requiere cita y documentación; no es refugio sin cita.",500-A Spratt Street,Charlotte,704-371-3001,,https://www.crisisassistance.org/,Mecklenburg County households facing documented housing or utility crisis; income limits apply; appointment required.,Hogares del condado Mecklenburg con crisis documentada de vivienda o servicios públicos; aplican límites de ingresos; se requiere cita.,Free store and utility/rent assistance; verify current intake at crisisassistance.org before visiting.,Tienda gratuita y asistencia de servicios/alquiler; verifique admisión actual en crisisassistance.org.,Contact for current intake hours,charlotte|mecklenburg|housing|utility|eviction|reentry,Eviction prevention|Utility assistance|Free clothing store|Resource navigation|Housing stability support,Mecklenburg,Mecklenburg,single
48,Guilford County Local Reentry Council,reentry-organizations,Greensboro / Guilford County,"The Guilford County Local Reentry Council is an NCDAC-funded coalition housed with StepUp Greensboro that connects justice-involved adults in Greensboro and High Point to housing, employment, transportation, and behavioral health resources. Navigators coordinate referrals among Goodwill Northwest NC, Greensboro Urban Ministry, and NCWorks partners to support successful community reintegration. Referral-based coordination—not emergency shelter.","El Consejo Local de Reinserción del condado Guilford es una coalición financiada por NCDAC con StepUp Greensboro que conecta a adultos con antecedentes penales en Greensboro y High Point con vivienda, empleo, transporte y salud conductual. Los navegadores coordinan referencias entre Goodwill, Greensboro Urban Ministry y NCWorks. Coordinación con referencia, no refugio de emergencia.",607 North Elm Street,Greensboro,336-676-5871,sjackson@stepupgreensboro.org,https://www.dac.nc.gov/local-reentry-councils,Justice-involved adults returning to Guilford County.,Adultos con antecedentes penales que regresan al condado Guilford.,Ext. 200 for LRC; gdavis@stepupgreensboro.org also listed on dac.nc.gov.,Ext. 200 para LRC; gdavis@stepupgreensboro.org también en dac.nc.gov.,Contact for appointment,greensboro|guilford|reentry-organizations|LRC,Guilford reentry navigation|High Point referrals|Employment linkages|Behavioral health connections|Partner coordination,Guilford,Guilford,single
49,Forsyth County Reentry Council,reentry-organizations,Winston-Salem / Forsyth County,"The Forsyth County Reentry Council connects justice-involved adults in Winston-Salem to housing, employment, substance use treatment, and documentation assistance through partnerships with Goodwill Northwest NC, Piedmont Triad Regional Council, and TROSA. NCDAC-funded navigators help returning citizens build comprehensive reentry plans and access Triad community resources. A referral hub—not direct emergency services.","El Consejo de Reinserción del condado Forsyth conecta a adultos con antecedentes penales en Winston-Salem con vivienda, empleo, tratamiento de sustancias y asistencia documental mediante alianzas con Goodwill Northwest NC y TROSA. Navegadores financiados por NCDAC ayudan a elaborar planes de reinserción integrales. Centro de referencias, no servicios de emergencia directos.",2701 University Parkway,Winston-Salem,336-904-0300,amarch@ptrc.org,https://www.dac.nc.gov/local-reentry-councils,Justice-involved adults returning to Forsyth County.,Adultos con antecedentes penales que regresan al condado Forsyth.,Also rtorrence@goodwillnwnc.org ext. 1392 per dac.nc.gov LRC listing.,También rtorrence@goodwillnwnc.org ext. 1392 según dac.nc.gov.,Contact for appointment,winston-salem|forsyth|reentry-organizations|LRC,Forsyth reentry navigation|TROSA referrals|Goodwill employment linkages|Documentation help|Triad resource coordination,Forsyth,Forsyth,single
50,Fayetteville-Cumberland Reentry Council,reentry-organizations,Fayetteville / Cumberland County,"The Fayetteville-Cumberland Reentry Council is the NCDAC-funded local reentry coalition serving Cumberland County including the Fort Liberty community, connecting returning citizens to SouthLight, NCWorks, veterans services, and regional housing partners. Council staff coordinate referrals for employment, behavioral health, and ID restoration for justice-involved adults. Referral coordination—not a walk-in crisis center.","El Consejo de Reinserción de Fayetteville-Cumberland es la coalición local financiada por NCDAC que sirve al condado Cumberland, incluida la comunidad de Fort Liberty, conectando a quienes regresan con SouthLight, NCWorks y servicios para veteranos. El personal coordina referencias de empleo, salud conductual y restauración de identificación. Coordinación de referencias, no centro de crisis sin cita.",301 East Russell Street,Fayetteville,910-677-5584,azimmerman@cumberlandcountync.gov,https://www.dac.nc.gov/local-reentry-councils,Justice-involved adults returning to Cumberland County.,Adultos con antecedentes penales que regresan al condado Cumberland.,Also dhammonds@cumberlandcountync.gov on dac.nc.gov LRC directory.,También dhammonds@cumberlandcountync.gov en dac.nc.gov.,Contact for appointment,fayetteville|cumberland|reentry-organizations|LRC,Cumberland reentry navigation|Military community referrals|Employment linkages|Veterans connections|ID restoration coordination,Cumberland,Cumberland,single
51,New Hanover Local Reentry Council,reentry-organizations,Wilmington / New Hanover County,"The New Hanover Local Reentry Council connects justice-involved adults returning to Wilmington and coastal Carolina to housing, employment, transportation, and substance use resources through LINC and community partners. NCDAC-funded navigators coordinate with StepUp Wilmington, county veterans services, and Food Bank CENC to reduce recidivism in New Hanover County. Referral-based—not emergency cash or shelter intake.","El Consejo Local de Reinserción de New Hanover conecta a adultos con antecedentes penales que regresan a Wilmington con vivienda, empleo, transporte y recursos de sustancias mediante LINC y aliados comunitarios. Navegadores financiados por NCDAC coordinan con StepUp Wilmington y el banco de alimentos. Basado en referencias, no efectivo de emergencia ni refugio.",230 Government Center Drive,Wilmington,910-332-1138,lthomas@lincnc.org,https://www.dac.nc.gov/local-reentry-councils,Justice-involved adults returning to New Hanover County.,Adultos con antecedentes penales que regresan al condado New Hanover.,Also kgiordano@lincnc.org; cell 910-227-3795 on dac.nc.gov.,También kgiordano@lincnc.org; celular 910-227-3795 en dac.nc.gov.,Contact for appointment,wilmington|new-hanover|reentry-organizations|LRC,Coastal reentry navigation|StepUp Wilmington linkages|Food bank referrals|Veterans connections|Employment coordination,New Hanover,New Hanover,single
