id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
39,First Step Staffing — Atlanta,employment,Atlanta / Fulton County,"First Step Staffing is a nonprofit staffing agency specializing in fair-chance employment for homeless and justice-involved adults in Atlanta, placing returning citizens in temporary and permanent jobs with employer partners who hire regardless of criminal record. Case managers provide job coaching, transportation assistance, and retention support. Walk-in orientation available at Atlanta office.","First Step Staffing es una agencia de personal sin fines de lucro especializada en empleo de segunda oportunidad para adultos sin hogar y con antecedentes penales en Atlanta, colocando ciudadanos que regresan en empleos temporales y permanentes con empleadores que contratan sin importar antecedentes penales. Los administradores de casos ofrecen coaching laboral, asistencia de transporte y apoyo de retención.",1230 Peachtree Street NE,Atlanta,404-577-0214,,https://firststepstaffing.com,Homeless or justice-involved adults in Atlanta seeking employment; fair-chance hiring regardless of criminal record.,Adultos sin hogar o con antecedentes penales en Atlanta que buscan empleo; contratación de segunda oportunidad sin importar antecedentes penales.,Walk-in orientation at Atlanta office; also operates in DeKalb and other metro locations.,Orientación sin cita en la oficina de Atlanta; también opera en DeKalb y otras ubicaciones metropolitanas.,Contact for current hours,atlanta|fulton|employment|fair-chance|First-Step|reentry,Fair-chance job placement|Temporary staffing|Job coaching|Transportation assistance|Retention support,Fulton,Fulton,single,accepts_criminal_record
40,Goodwill of North Georgia — Career Centers,employment,Atlanta / Multi-County,"Goodwill of North Georgia operates career centers across 45 north Georgia counties providing job training, certifications, career coaching, and fair-chance employment services for justice-involved job seekers. The Atlanta career center connects returning citizens to in-demand credentials, employer partners, and supportive services including transportation and work clothing. Not emergency cash—a workforce development provider.","Goodwill del Norte de Georgia opera centros de carrera en 45 condados del norte de Georgia con capacitación laboral, certificaciones, coaching de carrera y servicios de empleo de segunda oportunidad para buscadores de empleo con antecedentes penales. El centro de carrera de Atlanta conecta ciudadanos que regresan con credenciales demandadas, empleadores aliados y servicios de apoyo.",2201 Lawrenceville Highway,Decatur,404-294-1690,,https://goodwillng.org,Job seekers in Goodwill service area including justice-involved adults; program-specific requirements vary.,Buscadores de empleo en el área de servicio de Goodwill incluidos adultos con antecedentes penales; los requisitos varían según el programa.,Multiple career center locations; visit goodwillng.org/locations for nearest center.,Múltiples ubicaciones de centros de carrera; visite goodwillng.org/locations para el centro más cercano.,Contact for current hours,atlanta|fulton|dekalb|cobb|gwinnett|employment|Goodwill|fair-chance|reentry,Job training|Career coaching|Certifications|Fair-chance employment|Work clothing assistance,Fulton,Fulton|DeKalb|Cobb|Gwinnett|Cherokee|Forsyth|Hall|Barrow|Clarke|Gwinnett,multi,accepts_criminal_record
41,WorkSource Metro Atlanta — Career Resource Centers,employment,Atlanta / Multi-County,"WorkSource Metro Atlanta serves the 10-county metro region with WIOA-funded career training, job search assistance, and employment navigation for job seekers including justice-involved adults through American Job Center partners. Participants can access training funds, child care support, and transportation assistance for in-demand occupations. Select your county at atlworks.org to find your local career resource center.","WorkSource Metro Atlanta sirve la región metropolitana de 10 condados con capacitación de carrera financiada por WIOA, asistencia de búsqueda de empleo y navegación laboral para buscadores de empleo incluidos adultos con antecedentes penales. Los participantes pueden acceder a fondos de capacitación, apoyo de cuidado infantil y asistencia de transporte para ocupaciones demandadas.",229 Peachtree Street NE,Atlanta,404-463-3333,,https://atlworks.org,Metro Atlanta residents seeking employment or training; WIOA eligibility requirements apply; justice-involved adults welcome.,Residentes del área metropolitana de Atlanta que buscan empleo o capacitación; aplican requisitos de elegibilidad WIOA; adultos con antecedentes penales bienvenidos.,Visit atlworks.org to select county and begin WIOA application; connects to Georgia CALLS fair-chance employers.,Visite atlworks.org para seleccionar condado e iniciar solicitud WIOA; conecta con empleadores Georgia CALLS.,Contact for current hours,atlanta|fulton|dekalb|cobb|gwinnett|employment|WorkSource|WIOA|reentry,WIOA career training|Job search assistance|Child care support|Transportation assistance|Fair-chance employment navigation,Fulton,Fulton|DeKalb|Cobb|Gwinnett|Clayton|Henry|Fayette|Douglas|Cherokee|Rockdale,multi,accepts_criminal_record
42,Mercy Care — FQHC Atlanta,healthcare,Atlanta / Fulton County,"Mercy Care is a Federally Qualified Health Center serving homeless and low-income residents across metro Atlanta with primary care, behavioral health, dental, pharmacy, and substance use treatment on a sliding fee scale. Justice-involved returning citizens can establish a medical home, access MAT, and receive integrated behavioral health counseling at multiple Atlanta clinic sites. Not a hospital emergency department.","Mercy Care es un Centro de Salud Calificado Federal que sirve a residentes sin hogar y de bajos ingresos en el área metropolitana de Atlanta con atención primaria, salud conductual, dental, farmacia y tratamiento de uso de sustancias con tarifa escalonada. Ciudadanos que regresan pueden establecer un hogar médico, acceder a TMO y recibir consejería conductual integrada en múltiples clínicas de Atlanta.",424 Decatur Street SE,Atlanta,404-881-0070,,https://mercyatl.org,Homeless and low-income metro Atlanta residents; sliding fee scale; justice-involved adults accepted for primary and behavioral health.,Residentes sin hogar y de bajos ingresos del área metropolitana de Atlanta; tarifa escalonada; adultos con antecedentes penales aceptados.,Multiple clinic sites including downtown and south Atlanta; call 404-881-0070 for nearest location.,Múltiples clínicas incluyendo centro y sur de Atlanta; llame al 404-881-0070 para la ubicación más cercana.,Contact for current hours,atlanta|fulton|dekalb|FQHC|healthcare|behavioral-health|MAT|reentry,Primary care|Behavioral health counseling|Dental care|Medication-assisted treatment|Sliding fee scale|Pharmacy,Fulton,Fulton|DeKalb|Clayton,multi,accepts_criminal_record
43,Grady Health System — Reentry Health Services,healthcare,Atlanta / Fulton County,"Grady Health System is Atlanta's safety-net hospital providing emergency, inpatient, and outpatient care including behavioral health and addiction medicine for uninsured and Medicaid patients in Fulton County. Justice-involved returning citizens can access psychiatric emergency services, primary care clinics, and specialty referrals through Grady's community health network. Emergency department for crises; clinics for ongoing care.","Grady Health System es el hospital de red de seguridad de Atlanta que ofrece atención de emergencia, hospitalaria y ambulatoria incluyendo salud conductual y medicina de adicciones para pacientes sin seguro y Medicaid en el condado Fulton. Ciudadanos que regresan pueden acceder a servicios psiquiátricos de emergencia, clínicas de atención primaria y referencias especializadas.",80 Jesse Hill Jr. Drive SE,Atlanta,404-616-1000,,https://www.gradyhealth.org,All patients regardless of ability to pay; financial assistance available; justice-involved adults accepted for all services.,Todos los pacientes sin importar capacidad de pago; asistencia financiera disponible; adultos con antecedentes penales aceptados.,Psychiatric emergency at Grady Memorial; primary care at neighborhood health centers; bring ID and insurance if available.,Emergencia psiquiátrica en Grady Memorial; atención primaria en centros de salud del barrio; traiga identificación.,Contact for current hours,atlanta|fulton|healthcare|hospital|behavioral-health|reentry,Emergency care|Psychiatric emergency|Primary care clinics|Addiction medicine|Financial assistance,Fulton,Fulton,single,accepts_criminal_record
44,St. Jude's Recovery Center — Atlanta,substance-use-treatment,Atlanta / Fulton County,"St. Jude's Recovery Center provides residential and outpatient substance use disorder treatment for men and women in Atlanta including justice-involved clients referred from courts, DCS, and community corrections. The program offers detox referrals, counseling, 12-step programming, and connections to RPH housing and employment partners. Medicaid and sliding fee accepted; call for intake assessment.","St. Jude's Recovery Center ofrece tratamiento residencial y ambulatorio de trastornos por uso de sustancias para hombres y mujeres en Atlanta, incluidos clientes con antecedentes penales referidos por tribunales, DCS y correcciones comunitarias. El programa ofrece referencias de desintoxicación, consejería, programación de 12 pasos y conexiones con vivienda RPH y empleo.",1399 West Peachtree Street NW,Atlanta,404-874-0101,,https://stjudesrecovery.org,Adults with substance use disorders in Atlanta; justice-involved clients welcome; Medicaid and sliding fee accepted.,Adultos con trastornos por uso de sustancias en Atlanta; clientes con antecedentes penales bienvenidos; Medicaid y tarifa escalonada aceptados.,Residential and outpatient tracks; court and DCS referrals accepted; call for bed availability.,Vías residenciales y ambulatorias; referencias de tribunales y DCS aceptadas; llame para disponibilidad.,Contact for current hours,atlanta|fulton|SUD|recovery|residential|reentry,Residential treatment|Outpatient counseling|12-step programming|Court referrals|Detox referrals,Fulton,Fulton,single,accepts_criminal_record|referral_required
45,Anchor Hospital — Behavioral Health & SUD,substance-use-treatment,Atlanta / DeKalb County,"Anchor Hospital provides inpatient psychiatric and substance use disorder treatment, detoxification, and partial hospitalization for adults in metro Atlanta including justice-involved patients in behavioral health crisis or needing structured SUD treatment after release. Accepts Medicaid, Medicare, and commercial insurance. Not a walk-in primary care clinic—call for admission assessment.","Anchor Hospital ofrece tratamiento psiquiátrico hospitalario y de trastornos por uso de sustancias, desintoxicación y hospitalización parcial para adultos en el área metropolitana de Atlanta, incluidos pacientes con antecedentes penales en crisis de salud conductual. Acepta Medicaid, Medicare y seguros comerciales.",6320 Hospital Parkway,College Park,770-991-4000,,https://www.anchorhospital.com,Adults needing inpatient psychiatric or SUD treatment; insurance or self-pay; justice-involved patients accepted.,Adultos que necesitan tratamiento psiquiátrico hospitalario o de TUS; seguro o pago directo; pacientes con antecedentes penales aceptados.,24-hour assessment line; inpatient beds for psychiatric and SUD; partial hospitalization available.,Línea de evaluación 24 horas; camas hospitalarias para salud psiquiátrica y TUS.,Contact for current hours,dekalb|fulton|SUD|psychiatric|inpatient|reentry,Inpatient psychiatric care|Substance use detox|Partial hospitalization|Crisis stabilization|Insurance billing,DeKalb,DeKalb|Fulton|Clayton,multi,accepts_criminal_record
46,Atlanta Technical College — Adult Education & GED,education,Atlanta / Fulton County,"Atlanta Technical College provides adult education, GED preparation, English language instruction, and workforce certifications for Fulton County residents including returning citizens seeking credentials for fair-chance employment. Free GED classes and testing assistance available through state adult education funding. Enrollment open year-round at main campus and satellite locations.","Atlanta Technical College ofrece educación para adultos, preparación GED, instrucción de inglés y certificaciones laborales para residentes del condado Fulton, incluidos ciudadanos que regresan que buscan credenciales para empleo de segunda oportunidad. Clases GED gratuitas y asistencia para exámenes disponibles.",1560 Metropolitan Parkway SW,Atlanta,404-225-4400,,https://atlantatech.edu,Adults 16 and older in Fulton County; no high school diploma required for GED program; justice-involved adults welcome.,Adultos de 16 años o más en el condado Fulton; no se requiere diploma de secundaria para el programa GED; adultos con antecedentes penales bienvenidos.,"Free GED classes; also offers technical certificates in healthcare, IT, and skilled trades.","Clases GED gratuitas; también ofrece certificados técnicos en salud, TI y oficios especializados.",Contact for current hours,atlanta|fulton|education|GED|workforce|reentry,GED preparation|Adult education|English language instruction|Workforce certifications|Technical training,Fulton,Fulton,single,accepts_criminal_record
47,Atlanta VA Health Care System,veterans,Atlanta / DeKalb County,"The Atlanta VA Health Care System provides comprehensive medical, mental health, and substance use treatment for enrolled veterans in metro Atlanta and north Georgia including justice-involved veterans eligible for VA healthcare. Services include primary care, PTSD treatment, veterans justice outreach, and supported employment through VA vocational rehabilitation. Enroll at va.gov or call for eligibility screening.","El Sistema de Atención Médica del VA de Atlanta ofrece tratamiento médico, de salud mental y de uso de sustancias integral para veteranos inscritos en el área metropolitana de Atlanta y el norte de Georgia, incluidos veteranos con antecedentes penales elegibles para atención del VA. Servicios incluyen atención primaria, tratamiento de TEPT y alcance de justicia para veteranos.",1670 Clairmont Road,Decatur,404-321-6111,,https://www.va.gov/atlanta-health-care/,Enrolled veterans with honorable or general discharge; justice-involved veterans may qualify; call for eligibility screening.,Veteranos inscritos con baja honorable o general; veteranos con antecedentes penales pueden calificar; llame para evaluación de elegibilidad.,Veterans Justice Outreach program for justice-involved veterans; enroll at va.gov/health-care/how-to-apply.,Programa de Alcance de Justicia para Veteranos; inscríbase en va.gov/health-care/how-to-apply.,Contact for current hours,atlanta|dekalb|veterans|VA|healthcare|reentry,Primary care|Mental health treatment|PTSD services|Substance use treatment|Veterans justice outreach,DeKalb,DeKalb|Fulton|Cobb|Gwinnett|Cherokee,multi,accepts_criminal_record
48,MUST Ministries — Cobb County Services,basic-needs,Marietta / Cobb County,"MUST Ministries provides emergency food, clothing, rental and utility assistance, and workforce support for low-income residents in Cobb and Cherokee counties including returning citizens rebuilding stability after incarceration. The Marietta campus includes a food pantry, clothing closet, and connections to housing and employment partners. Walk-in hours vary by service—call ahead. This resource supports Georgians navigating reentry in Cobb County.","MUST Ministries ofrece alimentos de emergencia, ropa, asistencia de alquiler y servicios públicos, y apoyo laboral para residentes de bajos ingresos en los condados Cobb y Cherokee, incluidos ciudadanos que regresan que reconstruyen estabilidad después de la encarcelación. Este recurso apoya a georgianos en reinserción en condado de Cobb.",1407 Cobb Parkway North,Marietta,770-427-9862,,https://mustministries.org,Low-income Cobb and Cherokee County residents; documentation required for financial assistance; justice-involved residents welcome.,Residentes de bajos ingresos de Cobb y Cherokee; documentación requerida para asistencia financiera; residentes con antecedentes penales bienvenidos.,Food pantry and clothing closet walk-in hours posted at mustministries.org; rental assistance by appointment.,Horarios de despensa y ropero publicados en mustministries.org; asistencia de alquiler con cita.,Contact for current hours; confirm before visiting,cobb|marietta|basic-needs|food|clothing|reentry,Food pantry access|Clothing assistance|Rent and utility assistance|Workforce support,Cobb,Cobb,single,accepts_criminal_record|walk_in_ok
49,Atlanta Community Food Bank,food-nutrition,Atlanta / Multi-County,"Atlanta Community Food Bank distributes food through a network of 700+ partner agencies across 29 metro Atlanta and north Georgia counties serving low-income families including returning citizens facing food insecurity after release. Partner pantries and mobile distributions provide groceries, fresh produce, and SNAP application assistance. Find nearest pantry at acfb.org/pantry-locator—not a walk-in warehouse.","Atlanta Community Food Bank distribuye alimentos a través de una red de más de 700 agencias aliadas en 29 condados del área metropolitana de Atlanta y el norte de Georgia, sirviendo a familias de bajos ingresos incluidos ciudadanos que regresan con inseguridad alimentaria después de la liberación.",732 Joseph E. Lowery Boulevard NW,Atlanta,404-892-9822,,https://www.acfb.org,Low-income residents in 29-county service area; access through partner pantries; no criminal record barrier.,Residentes de bajos ingresos en el área de 29 condados; acceso a través de despensas aliadas; sin barrera por antecedentes penales.,Use acfb.org/pantry-locator to find nearest partner pantry; mobile food distributions listed online.,Use acfb.org/pantry-locator para encontrar la despensa aliada más cercana.,Contact for current hours,atlanta|fulton|dekalb|cobb|gwinnett|food-nutrition|food-bank|reentry,Food pantry network|Mobile food distribution|SNAP application assistance|Fresh produce|Partner agency referrals,Fulton,Fulton|DeKalb|Cobb|Gwinnett|Clayton|Henry|Fayette|Douglas|Cherokee|Forsyth|Hall|Barrow|Rockdale|Newton|Walton,multi,accepts_criminal_record
50,Georgia Council on Substance Abuse — Peer Support,peer-support,Statewide,"The Georgia Council on Substance Abuse trains and certifies peer recovery specialists and operates the CARES warm line connecting Georgians in recovery—including justice-involved individuals—to certified peer support, recovery resources, and treatment navigation statewide. Peers with lived experience provide non-clinical support for maintaining sobriety after release. Call or text the warm line—not a crisis emergency line.","El Consejo de Georgia sobre Abuso de Sustancias capacita y certifica especialistas en recuperación entre pares y opera la línea CARES conectando a georgianos en recuperación, incluidas personas con antecedentes penales, con apoyo entre pares certificado y navegación de tratamiento en todo el estado.",1740 Water Place SE,Atlanta,844-326-5525,,https://gasubstanceabuse.org,Any Georgian seeking peer recovery support; justice-involved individuals in recovery welcome; free warm line service.,Cualquier georgiano que busque apoyo de recuperación entre pares; personas con antecedentes penales en recuperación bienvenidas; línea gratuita.,CARES warm line 844-326-5525; for crisis call 988; peer specialist training also available.,Línea CARES 844-326-5525; para crisis llame al 988; capacitación de especialistas entre pares también disponible.,Contact for current hours,statewide|peer-support|recovery|CARES|reentry,Peer recovery support|CARES warm line|Recovery specialist training|Treatment navigation|Recovery coaching,Fulton,,statewide,
51,MARTA — Reduced Fare Program,transportation,Atlanta / Multi-County,"Metropolitan Atlanta Rapid Transit Authority (MARTA) provides bus and rail transit across Fulton and DeKalb counties with reduced fare programs for seniors, disabled riders, and low-income residents including returning citizens needing affordable transportation to work, appointments, and supervision reporting. Breeze cards available at stations and online. Not a paratransit referral service—apply for reduced fare at MARTA headquarters.","La Autoridad de Tránsito Rápido del Área Metropolitana de Atlanta (MARTA) ofrece tránsito en autobús y tren en los condados Fulton y DeKalb con tarifas reducidas para personas mayores, pasajeros con discapacidad y residentes de bajos ingresos, incluidos ciudadanos que regresan que necesitan transporte asequible al trabajo y citas.",2424 Piedmont Road NE,Atlanta,404-848-5000,,https://www.itsmarta.com,"Metro Atlanta residents; reduced fare for seniors 65+, disabled riders, and qualifying low-income applicants.","Residentes del área metropolitana de Atlanta; tarifa reducida para mayores de 65, pasajeros con discapacidad y solicitantes de bajos ingresos calificados.",Apply for reduced fare at MARTA HQ or online; Breeze card required for all rides.,Solicite tarifa reducida en la sede de MARTA o en línea; se requiere tarjeta Breeze.,Contact for current hours,atlanta|fulton|dekalb|transportation|MARTA|reentry,Bus and rail transit|Reduced fare program|Breeze card|Paratransit referrals|Trip planning,Fulton,Fulton|DeKalb|Clayton,multi,accepts_criminal_record
52,Atlanta Legal Aid Society,legal-aid,Atlanta / Multi-County,"Atlanta Legal Aid Society provides free civil legal services to low-income residents of Fulton, DeKalb, Clayton, Cobb, Gwinnett, and Henry counties including record restriction, housing disputes, public benefits appeals, and family law affecting returning citizens. Staff attorneys and paralegals handle expungement clinics and reentry legal barriers removal. Apply online or call intake line.","Atlanta Legal Aid Society ofrece servicios legales civiles gratuitos a residentes de bajos ingresos de Fulton, DeKalb, Clayton, Cobb, Gwinnett y Henry, incluyendo restricción de registros, disputas de vivienda, apelaciones de beneficios públicos y derecho familiar que afecta a ciudadanos que regresan.",54 Ellis Street NE,Atlanta,404-524-5811,,https://www.atlantalegalaid.org,"Low-income residents of Fulton, DeKalb, Clayton, Cobb, Gwinnett, or Henry counties; income limits apply.","Residentes de bajos ingresos de Fulton, DeKalb, Clayton, Cobb, Gwinnett o Henry; aplican límites de ingresos.",Apply at atlantalegalaid.org; expungement clinics offered periodically; bring court documents to intake.,Solicite en atlantalegalaid.org; clínicas de eliminación de antecedentes periódicamente; traiga documentos judiciales.,Contact for current hours,atlanta|fulton|dekalb|cobb|gwinnett|legal-aid|expungement|reentry,Civil legal aid|Record restriction|Housing disputes|Public benefits appeals|Expungement clinics,Fulton,Fulton|DeKalb|Clayton|Cobb|Gwinnett|Henry,multi,accepts_criminal_record
53,Georgia Association of Recovery Residences (GARR),housing,Statewide,"The Georgia Association of Recovery Residences certifies and maintains a directory of quality recovery residences including Oxford Houses and structured sober living across Georgia for individuals in early recovery including justice-involved residents transitioning from incarceration. Certified homes meet national standards for safety, peer support, and accountability. Use the online directory to find certified recovery housing by county—not a placement agency.","La Asociación de Georgia de Residencias de Recuperación certifica y mantiene un directorio de residencias de recuperación de calidad incluyendo Oxford Houses y vida sobria estructurada en Georgia para personas en recuperación temprana, incluidos residentes con antecedentes penales en transición de la encarcelación.",1740 Water Place SE,Atlanta,404-906-3890,,https://garronline.org,Individuals in recovery seeking certified sober living; contact individual residences for admission requirements.,Personas en recuperación que buscan vida sobria certificada; contacte residencias individuales para requisitos de admisión.,Online directory at garronline.org; includes Oxford House listings statewide; not emergency placement.,Directorio en línea en garronline.org; incluye listados de Oxford House en todo el estado.,Contact for current hours,statewide|housing|recovery-residence|Oxford-House|reentry,Recovery residence certification|Directory of sober living|Quality standards|Peer accountability|County-based housing search,Fulton,,statewide,accepts_criminal_record
54,Union Mission — Augusta Campus,housing,Augusta / Richmond County,"Union Mission operates emergency shelter, recovery programming, and transitional housing for men and women experiencing homelessness in Augusta and Richmond County including returning citizens without stable housing after release from Georgia prisons and local jails. The campus provides meals, case management, and connections to CSRA employment and healthcare partners. Call intake for bed availability and program requirements.","Union Mission opera refugio de emergencia, programación de recuperación y vivienda transicional para hombres y mujeres sin hogar en Augusta y el condado Richmond, incluidos ciudadanos que regresan sin vivienda estable después de prisiones de Georgia. El campus ofrece comidas, manejo de casos y conexiones con empleo y salud en la región CSRA.",527 Fenwick Street,Augusta,706-724-4320,,https://unionmission.org,Adults experiencing homelessness in Augusta-Richmond County; justice-involved individuals accepted per program policy.,Adultos sin hogar en el condado Augusta-Richmond; personas con antecedentes penales aceptadas según política del programa.,Separate Savannah campus also operates; Augusta intake at Fenwick Street; call for bed availability.,Campus separado en Savannah también opera; admisión en Augusta en Fenwick Street; llame para disponibilidad.,Contact for current hours,augusta|richmond|housing|shelter|recovery|reentry,Emergency shelter|Recovery programming|Transitional housing|Case management|Meals,Richmond,Richmond,single,accepts_criminal_record
55,Golden Harvest Food Bank,food-nutrition,Augusta / CSRA,"Golden Harvest Food Bank serves 30 counties across the Central Savannah River Area and Georgia-South Carolina border region, distributing food through partner pantries and mobile distributions for low-income families including returning citizens facing food insecurity after incarceration. The Augusta warehouse supplies partner agencies in Richmond, Columbia, Burke, and surrounding rural counties. Use the online pantry locator—not a walk-in client warehouse.","Golden Harvest Food Bank sirve 30 condados en el Área del Río Savannah Central y la región fronteriza Georgia-Carolina del Sur, distribuyendo alimentos a través de despensas aliadas y distribuciones móviles para familias de bajos ingresos incluidos ciudadanos que regresan con inseguridad alimentaria.",3310 Commerce Drive,Augusta,706-736-1199,,https://goldenharvest.org,Low-income residents in 30-county service area; access through partner pantries; no criminal record barrier.,Residentes de bajos ingresos en el área de 30 condados; acceso a través de despensas aliadas; sin barrera por antecedentes penales.,Pantry locator at goldenharvest.org; mobile distributions listed by county online.,Localizador de despensas en goldenharvest.org; distribuciones móviles listadas por condado en línea.,Contact for current hours,augusta|richmond|csra|food-nutrition|food-bank|reentry,Food pantry network|Mobile food distribution|Partner agency supply|SNAP outreach|Nutrition programs,Richmond,Richmond|Columbia|Burke|McDuffie|Jefferson|Lincoln|Warren|Wilkes|Glascock|Hancock|Taliaferro|Washington|Jenkins|Screven,multi,accepts_criminal_record
56,WorkSource CSRA — Augusta Career Center,employment,Augusta / Richmond County,"WorkSource CSRA connects job seekers in 13 Central Savannah River Area counties to WIOA-funded training, career coaching, and fair-chance employment navigation including justice-involved adults through the Augusta American Job Center. Staff coordinate with Georgia CALLS employer partners and DCS for reentry employment placements. Select services at the Augusta career center on Greene Street.","WorkSource CSRA conecta buscadores de empleo en 13 condados del Área del Río Savannah Central con capacitación financiada por WIOA, coaching de carrera y navegación de empleo de segunda oportunidad incluidos adultos con antecedentes penales a través del Centro de Empleo Americano de Augusta.",601 Greene Street,Augusta,706-721-5377,,https://www.worksourcecsra.org,CSRA residents seeking employment or training; WIOA eligibility applies; justice-involved adults welcome.,Residentes del CSRA que buscan empleo o capacitación; aplica elegibilidad WIOA; adultos con antecedentes penales bienvenidos.,"Serves Burke, Columbia, Glascock, Hancock, Jefferson, Jenkins, Lincoln, McDuffie, Richmond, Taliaferro, Warren, Washington, Wilkes.","Sirve Burke, Columbia, Glascock, Hancock, Jefferson, Jenkins, Lincoln, McDuffie, Richmond, Taliaferro, Warren, Washington, Wilkes.",Contact for current hours,augusta|richmond|csra|employment|WorkSource|fair-chance|reentry,WIOA career training|Job search assistance|Fair-chance employment|Career coaching|Employer partnerships,Richmond,Richmond|Columbia|Burke|McDuffie|Jefferson|Lincoln|Warren|Wilkes|Glascock|Hancock|Taliaferro|Washington|Jenkins,multi,accepts_criminal_record
57,Serenity Behavioral Health Systems — Augusta,substance-use-treatment,Augusta / Richmond County,"Serenity Behavioral Health Systems provides outpatient substance use disorder treatment, mental health counseling, and peer recovery supports for Medicaid and uninsured clients in the CSRA including justice-involved adults referred from accountability courts and DCS. Multiple clinic sites serve Richmond, Columbia, and surrounding counties with MAT referrals and group counseling. Call for intake assessment—not a residential detox facility.","Serenity Behavioral Health Systems ofrece tratamiento ambulatorio de trastornos por uso de sustancias, consejería de salud mental y apoyos de recuperación entre pares para clientes Medicaid y sin seguro en el CSRA, incluidos adultos con antecedentes penales referidos por tribunales de responsabilidad y DCS.",3425 Mike Padgett Highway,Augusta,706-722-5300,,https://www.serenitybhs.org,Adults with behavioral health or SUD needs in CSRA; Medicaid accepted; justice-involved clients welcome.,Adultos con necesidades de salud conductual o TUS en el CSRA; Medicaid aceptado; clientes con antecedentes penales bienvenidos.,Outpatient clinics across CSRA; court and DCS referrals accepted; call for nearest site.,Clínicas ambulatorias en el CSRA; referencias de tribunales y DCS aceptadas.,Contact for current hours,augusta|richmond|csra|SUD|behavioral-health|reentry,Outpatient SUD treatment|Mental health counseling|Peer recovery supports|MAT referrals|Court referrals,Richmond,Richmond|Columbia|Burke|McDuffie|Jefferson,multi,accepts_criminal_record|referral_required
58,East Central Regional Hospital — Behavioral Health,healthcare,Augusta / Richmond County,"East Central Regional Hospital in Augusta provides state-operated inpatient psychiatric and behavioral health services for adults in crisis including justice-involved patients needing stabilization before community reentry in the CSRA. Referrals come from emergency departments, courts, and DCS. A psychiatric hospital—not outpatient primary care; call DBHDD for admission information.","East Central Regional Hospital en Augusta ofrece servicios psiquiátricos hospitalarios y de salud conductual operados por el estado para adultos en crisis, incluidos pacientes con antecedentes penales que necesitan estabilización antes de la reinserción comunitaria en el CSRA.",3405 Mike Padgett Highway,Augusta,706-792-7101,,https://dbhdd.georgia.gov,"Adults in psychiatric crisis referred by providers, courts, or emergency departments; justice-involved patients accepted.","Adultos en crisis psiquiátrica referidos por proveedores, tribunales o departamentos de emergencia; pacientes con antecedentes penales aceptados.",Operated by Georgia DBHDD; emergency referrals through hospital ED or law enforcement; not walk-in clinic.,Operado por DBHDD de Georgia; referencias de emergencia a través del ED del hospital; no es clínica sin cita.,Contact for current hours; confirm before visiting,augusta|richmond|healthcare|psychiatric|inpatient|reentry,Substance use treatment|Crisis services|Behavioral health services|Partner referrals|DBHDD services,Richmond,Richmond|Columbia|Burke|McDuffie|Jefferson|Lincoln|Warren|Wilkes,multi,accepts_criminal_record|walk_in_ok
59,CSRA Legal Services — Augusta Office,legal-aid,Augusta / CSRA,"Georgia Legal Services Program serves the CSRA through its Augusta office providing free civil legal aid to low-income residents of Richmond, Columbia, Burke, McDuffie, and surrounding counties including record restriction, housing disputes, and public benefits appeals for returning citizens. Attorneys handle expungement and reentry-related civil matters. Apply through GLSP intake—not criminal defense.","Georgia Legal Services Program sirve el CSRA a través de su oficina de Augusta con asistencia legal civil gratuita a residentes de bajos ingresos de Richmond, Columbia, Burke, McDuffie y condados circundantes, incluyendo restricción de registros y apelaciones de beneficios públicos para ciudadanos que regresan.",811 Broad Street,Augusta,706-721-7282,,https://www.glsp.org,Low-income CSRA residents; income limits apply; justice-involved clients eligible for civil legal aid.,Residentes de bajos ingresos del CSRA; aplican límites de ingresos; clientes con antecedentes penales elegibles.,Part of Georgia Legal Services Program; call 706-721-7282 for intake appointment.,Parte de Georgia Legal Services Program; llame al 706-721-7282 para cita de admisión.,Contact for current hours,augusta|richmond|csra|legal-aid|expungement|reentry,Civil legal aid|Record restriction|Housing disputes|Public benefits appeals|Expungement assistance,Richmond,Richmond|Columbia|Burke|McDuffie|Jefferson|Lincoln|Warren|Wilkes|Glascock|Hancock,multi,accepts_criminal_record
60,Action Ministries — Augusta Housing & Services,basic-needs,Augusta / Richmond County,"Action Ministries provides housing assistance, utility support, food programs, and case management for low-income families and individuals in Augusta including returning citizens rebuilding stability after incarceration. The Augusta office connects clients to CSRA workforce, legal, and healthcare partners. Financial assistance requires documentation and appointment. This resource supports Georgians navigating reentry in Richmond County.","Action Ministries ofrece asistencia de vivienda, apoyo de servicios públicos, programas de alimentos y manejo de casos para familias e individuos de bajos ingresos en Augusta, incluidos ciudadanos que regresan que reconstruyen estabilidad después de la encarcelación. Este recurso apoya a georgianos en reinserción en condado de Richmond.",817 Greene Street,Augusta,706-722-8191,,https://actionministries.net,Low-income Augusta-Richmond County residents; documentation required; justice-involved residents welcome.,Residentes de bajos ingresos de Augusta-Richmond; documentación requerida; residentes con antecedentes penales bienvenidos.,Utility and rent assistance by appointment; food programs at partner sites.,Asistencia de servicios públicos y alquiler con cita; programas de alimentos en sitios aliados.,Contact for current hours; confirm before visiting,augusta|richmond|basic-needs|housing|utility|reentry,Housing assistance|Utility support|Food programs|Reentry navigation|Partner referrals,Richmond,Richmond,single,accepts_criminal_record
