id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
56,Colleton County DSS — Benefits & Family Support,financial-assistance,Walterboro / Colleton County,"The Colleton County Department of Social Services office in Walterboro processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Colleton en Walterboro procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",215 S. Lemacks St.,Walterboro,(843) 549-1894,,https://dss.sc.gov/contact-dss/lowcountry-region/colleton/,"Colleton County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Colleton que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,colleton|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Colleton,Colleton,single
57,Darlington County DSS — Benefits & Family Support,financial-assistance,Lamar / Darlington County,"The Darlington County Department of Social Services office in Lamar processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Darlington en Lamar procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",528 Cartersville Hwy,Lamar,(843) 332-2231,,https://dss.sc.gov/contact-dss/pee-dee-region/darlington/,"Darlington County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Darlington que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,darlington|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Darlington,Darlington,single
58,Dillon County DSS — Benefits & Family Support,financial-assistance,Dillon / Dillon County,"The Dillon County Department of Social Services office in Dillon processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Dillon en Dillon procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",PO Box 1307,Dillon,(843) 774-3461,,https://dss.sc.gov/contact-dss/pee-dee-region/dillon/,"Dillon County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Dillon que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,dillon|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Dillon,Dillon,single
59,Dorchester County DSS — Benefits & Family Support,financial-assistance,St. George / Dorchester County,"The Dorchester County Department of Social Services office in St. George processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Dorchester en St. George procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",201 Johnston St.,St. George,(843) 821-0444,,https://dss.sc.gov/contact-dss/lowcountry-region/dorchester/,"Dorchester County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Dorchester que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,dorchester|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Dorchester,Dorchester,single
60,Edgefield County DSS — Benefits & Family Support,financial-assistance,Edgefield / Edgefield County,"The Edgefield County Department of Social Services office in Edgefield processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Edgefield en Edgefield procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",PO Box 644,Edgefield,(803) 637-4040,,https://dss.sc.gov/contact-dss/midlands-region/edgefield/,"Edgefield County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Edgefield que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,edgefield|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Edgefield,Edgefield,single
61,Fairfield County DSS — Benefits & Family Support,financial-assistance,Winnsboro / Fairfield County,"The Fairfield County Department of Social Services office in Winnsboro processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Fairfield en Winnsboro procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",PO Box 210,Winnsboro,(803) 635-5502,,https://dss.sc.gov/contact-dss/midlands-region/fairfield/,"Fairfield County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Fairfield que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,fairfield|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Fairfield,Fairfield,single
62,Florence County DSS — Benefits & Family Support,financial-assistance,Lake City / Florence County,"The Florence County Department of Social Services office in Lake City processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Florence en Lake City procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",345 S. Ron McNair Blvd.,Lake City,(843) 669-3354,,https://dss.sc.gov/contact-dss/pee-dee-region/florence/,"Florence County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Florence que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,florence|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Florence,Florence,single
63,Georgetown County DSS — Benefits & Family Support,financial-assistance,Georgetown / Georgetown County,"The Georgetown County Department of Social Services office in Georgetown processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Georgetown en Georgetown procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",330 Dozier St.,Georgetown,(843) 546-5134,,https://dss.sc.gov/contact-dss/pee-dee-region/georgetown/,"Georgetown County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Georgetown que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,georgetown|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Georgetown,Georgetown,single
64,Greenville County DSS — Benefits & Family Support,financial-assistance,Greenville / Greenville County,"The Greenville County Department of Social Services office in Greenville processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Greenville en Greenville procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",352 Halton Rd. Suite 100,Greenville,(864) 467-7797,,https://dss.sc.gov/contact-dss/upstate-region/greenville/,"Greenville County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Greenville que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,greenville|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Greenville,Greenville,single
65,Greenwood County DSS — Benefits & Family Support,financial-assistance,Greenwood / Greenwood County,"The Greenwood County Department of Social Services office in Greenwood processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Greenwood en Greenwood procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",PO Box 1096,Greenwood,(864) 229-5258,,https://dss.sc.gov/contact-dss/upstate-region/greenwood/,"Greenwood County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Greenwood que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,greenwood|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Greenwood,Greenwood,single
66,Hampton County DSS — Benefits & Family Support,financial-assistance,Hampton / Hampton County,"The Hampton County Department of Social Services office in Hampton processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Hampton en Hampton procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.","102 Ginn Altman Ave., Ste. A",Hampton,(803) 943-3641,,https://dss.sc.gov/contact-dss/lowcountry-region/hampton/,"Hampton County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Hampton que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,hampton|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Hampton,Hampton,single
67,Horry County DSS — Benefits & Family Support,financial-assistance,Myrtle Beach / Horry County,"The Horry County Department of Social Services office in Myrtle Beach processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Horry en Myrtle Beach procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",9630 Scipio Lane,Myrtle Beach,(843) 366-1600,,https://dss.sc.gov/contact-dss/pee-dee-region/horry/,"Horry County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Horry que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,horry|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Horry,Horry,single
68,Jasper County DSS — Benefits & Family Support,financial-assistance,Ridgeland / Jasper County,"The Jasper County Department of Social Services office in Ridgeland processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Jasper en Ridgeland procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",P.O. Box 1359,Ridgeland,(843) 726-7747,,https://dss.sc.gov/contact-dss/lowcountry-region/jasper/,"Jasper County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Jasper que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,jasper|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Jasper,Jasper,single
69,Kershaw County DSS — Benefits & Family Support,financial-assistance,Camden / Kershaw County,"The Kershaw County Department of Social Services office in Camden processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Kershaw en Camden procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",110 E. Dekalb St.,Camden,(803) 432-7676,,https://dss.sc.gov/contact-dss/midlands-region/kershaw/,"Kershaw County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Kershaw que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,kershaw|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Kershaw,Kershaw,single
70,Lancaster County DSS — Benefits & Family Support,financial-assistance,Lancaster / Lancaster County,"The Lancaster County Department of Social Services office in Lancaster processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Lancaster en Lancaster procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",PO Box 1719,Lancaster,(803) 286-6914,,https://dss.sc.gov/contact-dss/midlands-region/lancaster/,"Lancaster County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Lancaster que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,lancaster|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Lancaster,Lancaster,single
71,Laurens County DSS — Benefits & Family Support,financial-assistance,Clinton / Laurens County,"The Laurens County Department of Social Services office in Clinton processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Laurens en Clinton procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",P.O. Box 119,Clinton,(864) 833-0100,,https://dss.sc.gov/contact-dss/upstate-region/laurens/,"Laurens County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Laurens que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,laurens|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Laurens,Laurens,single
72,Lee County DSS — Benefits & Family Support,financial-assistance,Bishopville / Lee County,"The Lee County Department of Social Services office in Bishopville processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Lee en Bishopville procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",PO Box 389,Bishopville,(803) 484-5376,,https://dss.sc.gov/contact-dss/pee-dee-region/lee/,"Lee County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Lee que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,lee|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Lee,Lee,single
73,Lexington County DSS — Benefits & Family Support,financial-assistance,Lexington / Lexington County,"The Lexington County Department of Social Services office in Lexington processes SNAP, Medicaid, TANF, and child care assistance applications for South Carolina residents, including returning citizens reestablishing food and health benefits after release from jail or South Carolina Department of Corrections custody. County DSS staff help verify identity and income and accept applications submitted through the statewide benefits portal.","La oficina del Departamento de Servicios Sociales del condado Lexington en Lexington procesa solicitudes de SNAP, Medicaid, TANF y asistencia de cuidado infantil para residentes de Carolina del Sur, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel o de la custodia del Departamento de Correcciones. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes del portal estatal.",P.O. Box 84129,Lexington,(803) 785-7333,,https://dss.sc.gov/contact-dss/midlands-region/lexington/,"Lexington County residents meeting income and household-size requirements for SNAP, Medicaid, and TANF; criminal record generally not a barrier.","Residentes del condado Lexington que cumplan requisitos de ingresos y tamaño de hogar para SNAP, Medicaid y TANF; los antecedentes penales generalmente no son barrera.",Apply online at benefitsportal.dss.sc.gov or portal.dss.sc.gov; call 1-800-616-1309 for statewide DSS help; visit the county office for in-person verification.,Solicite en benefitsportal.dss.sc.gov o portal.dss.sc.gov; llame al 1-800-616-1309 para ayuda estatal; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,lexington|south-carolina|benefits|SNAP|Medicaid|DSS|reentry,SNAP enrollment|Medicaid application help|TANF cash assistance|Child care subsidies|Benefits verification,Lexington,Lexington,single
