id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
44,Salvation Army of Tuscaloosa,housing,Tuscaloosa metro,"The Salvation Army of Tuscaloosa provides emergency shelter, meals, and case management for individuals and families experiencing homelessness in West Alabama, including returning citizens released from Tuscaloosa County Jail without stable housing. Case managers connect residents to employment services, MyDHR benefits, and longer-term housing programs while guests stabilize at the shelter.","El Ejército de Salvación de Tuscaloosa proporciona refugio de emergencia, comidas y manejo de casos para personas y familias sin hogar en el oeste de Alabama, incluidos ciudadanos que regresan liberados de la cárcel del condado Tuscaloosa sin vivienda estable. Los administradores de casos conectan a los residentes con servicios de empleo, beneficios de MyDHR y programas de vivienda a largo plazo.",2101 Stillman Boulevard,Tuscaloosa,205-345-8878,,https://tuscaloosaal.salvationarmy.org,Individuals and families experiencing homelessness in the Tuscaloosa area; walk in or call for same-day intake assessment.,Personas y familias sin hogar en el área de Tuscaloosa; ingrese sin cita o llame para evaluación de admisión el mismo día.,Call 205-345-8878 for shelter intake; case management connects to Career Center employment services and MyDHR benefits.,Llame al 205-345-8878 para admisión al refugio; el manejo de casos conecta con servicios de empleo de Career Center y beneficios de MyDHR.,Shelter 24/7; intake assessments during business hours,tuscaloosa|housing|emergency-shelter|reentry|faith-based,Emergency shelter|Meals|Case management|Employment referrals|Benefits navigation,Tuscaloosa,Tuscaloosa,single
45,Turning Point of West Alabama,family-children,Tuscaloosa metro,"Turning Point of West Alabama provides emergency shelter, a 24-hour crisis line, forensic exams, and court advocacy for survivors of domestic violence and sexual assault across Tuscaloosa and surrounding counties, including justice-involved survivors navigating protective orders and family court. Confidential shelter and children's services help families rebuild safety and stability.","Turning Point of West Alabama proporciona refugio de emergencia, línea de crisis de 24 horas, exámenes forenses y defensa judicial para sobrevivientes de violencia doméstica y agresión sexual en Tuscaloosa y condados circundantes, incluidas sobrevivientes con antecedentes penales que navegan órdenes de protección y tribunales familiares. Servicios confidenciales de refugio e infantiles ayudan a las familias.",2801 Loop Road,Tuscaloosa,205-758-0808,,https://turningpointwa.org,Survivors of domestic violence or sexual assault in West Alabama and their children; 24-hour crisis line open to anyone seeking safety information.,Sobrevivientes de violencia doméstica o agresión sexual en el oeste de Alabama y sus hijos; línea de crisis de 24 horas abierta a cualquiera que busque información de seguridad.,Call the 24-hour crisis line at 205-758-0808; shelter location is confidential for resident safety.,Llame a la línea de crisis de 24 horas al 205-758-0808; la ubicación del refugio es confidencial por la seguridad de las residentes.,Crisis line available 24/7,tuscaloosa|family-children|domestic-violence|shelter|crisis-line,Emergency shelter|24-hour crisis line|Court advocacy|Forensic exam coordination|Children's services,Tuscaloosa,Tuscaloosa,single
46,Temporary Emergency Services (TES) of Tuscaloosa,basic-needs,Tuscaloosa metro,"Temporary Emergency Services provides emergency food, clothing, furniture, and utility assistance for low-income households in Tuscaloosa County, including returning citizens establishing a household after release with little more than the clothes they were released in. Referral partners across West Alabama route clients to TES for immediate material needs while longer-term case management continues elsewhere.","Temporary Emergency Services proporciona alimentos de emergencia, ropa, muebles y asistencia con servicios públicos para hogares de bajos ingresos en el condado Tuscaloosa, incluidos ciudadanos que regresan y establecen un hogar después de la liberación con poco más que la ropa con la que salieron. Aliados de referencia en el oeste de Alabama envían clientes a TES para necesidades materiales inmediatas.",2637 Kicker Road,Tuscaloosa,205-758-5535,,https://tesofalabama.org,"Low-income Tuscaloosa County households in need of emergency food, clothing, or furniture; referral from a partner agency is often required.","Hogares de bajos ingresos del condado Tuscaloosa que necesitan alimentos, ropa o muebles de emergencia; a menudo se requiere referencia de una agencia aliada.",Call 205-758-5535 for current referral requirements; many partner agencies including DHR and local churches can provide a TES referral.,Llame al 205-758-5535 para conocer los requisitos actuales de referencia; muchas agencias aliadas incluida DHR y iglesias locales pueden proporcionar una referencia a TES.,Monday–Friday business hours,tuscaloosa|basic-needs|emergency-assistance|furniture|clothing|reentry,Emergency food assistance|Clothing distribution|Furniture assistance|Utility assistance referrals,Tuscaloosa,Tuscaloosa,single
47,Indian Rivers Behavioral Health,substance-use-treatment,Tuscaloosa metro,"Indian Rivers Behavioral Health is the Community Mental Health Center serving Tuscaloosa, Pickens, Fayette, and Bibb counties with outpatient psychiatric care, substance use treatment, and crisis services for adults and children, including individuals referred through Tuscaloosa County drug court and probation. Sliding-fee services and Medicaid billing help returning citizens continue care after release.","Indian Rivers Behavioral Health es el Centro Comunitario de Salud Mental que sirve a los condados Tuscaloosa, Pickens, Fayette y Bibb con atención psiquiátrica ambulatoria, tratamiento de uso de sustancias y servicios de crisis para adultos y niños, incluidas personas referidas por el tribunal de drogas y probatoria del condado Tuscaloosa. Servicios de tarifa móvil y facturación de Medicaid ayudan a continuar la atención tras la liberación.",2801 Kicker Road,Tuscaloosa,205-345-1600,,https://www.indianrivers.org,"Residents of Tuscaloosa, Pickens, Fayette, or Bibb counties seeking mental health or substance use treatment; sliding-fee scale and Medicaid accepted.","Residentes de los condados Tuscaloosa, Pickens, Fayette o Bibb que buscan tratamiento de salud mental o uso de sustancias; se acepta escala de tarifas móviles y Medicaid.",Call 205-345-1600 for intake; bring drug court or probation referral paperwork if applicable.,Llame al 205-345-1600 para admisión; traiga documentación de referencia de tribunal de drogas o probatoria si corresponde.,Monday–Friday business hours; crisis services available beyond regular hours,tuscaloosa|substance-use-treatment|CMHC|drug-court|reentry,Outpatient substance use treatment|Psychiatric care|Crisis services|Case management,Tuscaloosa,Tuscaloosa|Pickens|Fayette|Bibb,multi
48,Shelton State Community College — Adult Education,education,Tuscaloosa metro,"Shelton State Community College's Adult Education program offers free GED preparation, adult basic education, and English language classes for West Alabama residents, including justice-involved adults working toward a high school equivalency credential needed for employment and further training. Classes lead into Shelton State's career technical programs and Alabama Career Center job placement services.","El programa de Educación para Adultos de Shelton State Community College ofrece preparación gratuita para el GED, educación básica para adultos y clases de inglés para residentes del oeste de Alabama, incluidos adultos con antecedentes penales que trabajan para obtener una credencial de equivalencia de escuela secundaria necesaria para el empleo. Las clases conducen a los programas técnicos de carrera de Shelton State.",9500 Old Greensboro Road,Tuscaloosa,205-391-2211,,https://www.sheltonstate.edu,West Alabama residents age 16 and older not enrolled in secondary school; no cost for GED preparation and adult basic education classes.,Residentes del oeste de Alabama de 16 años o más que no estén inscritos en la escuela secundaria; sin costo para la preparación del GED y clases de educación básica para adultos.,Call 205-391-2211 to register for adult education classes; ask about testing schedules and evening class options.,Llame al 205-391-2211 para inscribirse en clases de educación para adultos; pregunte sobre horarios de exámenes y opciones de clases nocturnas.,Class schedules vary; day and evening sections offered,tuscaloosa|education|GED|adult-education|reentry,GED preparation|Adult basic education|English language classes|Career technical program referrals,Tuscaloosa,Tuscaloosa,single
49,SpectraCare Health Systems,substance-use-treatment,Dothan metro,"SpectraCare Health Systems is the Community Mental Health Center serving the Wiregrass region, providing outpatient psychiatric care, substance use disorder treatment, and crisis services for adults and children across Houston, Henry, Dale, Geneva, and Barbour counties, including individuals referred through Houston County drug court and probation. Sliding-fee services help returning citizens continue treatment after release.","SpectraCare Health Systems es el Centro Comunitario de Salud Mental que sirve a la región Wiregrass, proporcionando atención psiquiátrica ambulatoria, tratamiento de trastornos por uso de sustancias y servicios de crisis para adultos y niños en los condados Houston, Henry, Dale, Geneva y Barbour, incluidas personas referidas por el tribunal de drogas y probatoria del condado Houston.",3423 Ross Clark Circle,Dothan,334-712-0568,,https://spectracarehs.org,Residents of the Wiregrass region seeking mental health or substance use treatment; sliding-fee scale and Medicaid accepted.,Residentes de la región Wiregrass que buscan tratamiento de salud mental o uso de sustancias; se acepta escala de tarifas móviles y Medicaid.,Call 334-712-0568 for intake; bring drug court or probation referral paperwork if applicable.,Llame al 334-712-0568 para admisión; traiga documentación de referencia de tribunal de drogas o probatoria si corresponde.,Monday–Friday business hours; crisis services available beyond regular hours,dothan|houston|substance-use-treatment|CMHC|wiregrass|drug-court|reentry,Outpatient substance use treatment|Psychiatric care|Crisis services|Case management,Houston,Houston|Henry|Dale|Geneva|Barbour,multi
50,House of Ruth,family-children,Dothan metro,"House of Ruth provides emergency shelter, a 24-hour crisis line, and advocacy for survivors of domestic violence and their children across the Wiregrass region, including justice-involved survivors balancing safety planning with court obligations. Confidential shelter, counseling, and legal advocacy help families in Houston and surrounding counties rebuild stability after crisis.","House of Ruth proporciona refugio de emergencia, línea de crisis de 24 horas y defensa para sobrevivientes de violencia doméstica y sus hijos en la región Wiregrass, incluidas sobrevivientes con antecedentes penales que equilibran la planificación de seguridad con obligaciones judiciales. Refugio confidencial, consejería y defensa legal ayudan a las familias en el condado Houston y condados circundantes.",P.O. Box 969,Dothan,334-794-4000,,https://houseofruthdothan.org,Survivors of domestic violence and their children in the Wiregrass region; 24-hour crisis line open to anyone seeking safety information.,Sobrevivientes de violencia doméstica y sus hijos en la región Wiregrass; línea de crisis de 24 horas abierta a cualquiera que busque información de seguridad.,Call the 24-hour crisis line at 334-794-4000; shelter location is confidential for resident safety.,Llame a la línea de crisis de 24 horas al 334-794-4000; la ubicación del refugio es confidencial por la seguridad de las residentes.,Crisis line available 24/7,dothan|houston|family-children|domestic-violence|shelter|crisis-line,Emergency shelter|24-hour crisis line|Legal advocacy|Counseling|Children's services,Houston,Houston,single
51,Wiregrass Rehabilitation Center,employment,Dothan metro,"Wiregrass Rehabilitation Center provides vocational evaluation, job skills training, and supported employment services for adults with disabilities and employment barriers in the Wiregrass region, including justice-involved individuals with qualifying disabilities referred by ADRS. Programs include contract work training, job coaching, and placement support with area employers in and around Dothan.","Wiregrass Rehabilitation Center proporciona evaluación vocacional, capacitación en habilidades laborales y servicios de empleo con apoyo para adultos con discapacidades y barreras de empleo en la región Wiregrass, incluidas personas con antecedentes penales con discapacidades calificadas referidas por ADRS. Los programas incluyen capacitación laboral por contrato, coaching laboral y apoyo de colocación.",1160 Honeysuckle Road,Dothan,334-793-0111,,https://wiregrassrehab.org,Adults with disabilities or significant employment barriers in the Wiregrass region; referral from ADRS or self-referral accepted for vocational evaluation.,Adultos con discapacidades o barreras significativas de empleo en la región Wiregrass; se acepta referencia de ADRS o autorreferencia para evaluación vocacional.,Call 334-793-0111 to schedule a vocational evaluation; ADRS referral can help expedite enrollment.,Llame al 334-793-0111 para programar una evaluación vocacional; la referencia de ADRS puede ayudar a acelerar la inscripción.,Monday–Friday business hours,dothan|houston|employment|vocational-rehabilitation|disability|reentry,Vocational evaluation|Job skills training|Supported employment|Job coaching|Employer placement support,Houston,Houston,single
52,Southeast Alabama Medical Center Foundation — Charity Care,healthcare,Dothan metro,"The Southeast Alabama Medical Center Foundation coordinates charity care and financial assistance applications for uninsured and underinsured Wiregrass-region patients receiving hospital and outpatient care at SAMC in Dothan, including returning citizens needing follow-up care after a health issue identified during incarceration. Financial counselors help patients apply for charity care write-offs and Medicaid.","La Fundación del Centro Médico del Sureste de Alabama coordina la atención caritativa y las solicitudes de asistencia financiera para pacientes sin seguro o con seguro insuficiente de la región Wiregrass que reciben atención hospitalaria y ambulatoria en SAMC en Dothan, incluidos ciudadanos que regresan y necesitan atención de seguimiento. Los consejeros financieros ayudan a los pacientes a solicitar exenciones de atención caritativa y Medicaid.",1108 Ross Clark Circle,Dothan,334-793-8701,,https://www.samc.org,Uninsured or underinsured patients of Southeast Alabama Medical Center meeting income guidelines for charity care; financial counseling appointment required.,Pacientes sin seguro o con seguro insuficiente del Centro Médico del Sureste de Alabama que cumplan las pautas de ingresos para atención caritativa; se requiere cita de consejería financiera.,Call 334-793-8701 and ask for financial counseling; bring recent pay stubs or proof of income for the charity care application.,Llame al 334-793-8701 y pida consejería financiera; traiga recibos de pago recientes o prueba de ingresos para la solicitud de atención caritativa.,Monday–Friday business hours,dothan|houston|healthcare|charity-care|hospital|financial-assistance,Charity care application assistance|Financial counseling|Medicaid application referral|Hospital bill assistance,Houston,Houston,single
53,Salvation Army of the Shoals,housing,Florence metro,"The Salvation Army of the Shoals provides emergency shelter, meals, and case management for individuals and families experiencing homelessness in Florence and the surrounding Shoals area, including returning citizens released from Lauderdale County Jail without stable housing. Case managers connect residents to Career Center employment services, MyDHR benefits, and longer-term housing options.","El Ejército de Salvación de los Shoals proporciona refugio de emergencia, comidas y manejo de casos para personas y familias sin hogar en Florence y el área circundante de los Shoals, incluidos ciudadanos que regresan liberados de la cárcel del condado Lauderdale sin vivienda estable. Los administradores de casos conectan a los residentes con servicios de empleo y beneficios de MyDHR.",410 East College Street,Florence,256-764-8464,,https://shoals.salvationarmy.org,Individuals and families experiencing homelessness in the Shoals area; walk in or call for same-day intake assessment.,Personas y familias sin hogar en el área de los Shoals; ingrese sin cita o llame para evaluación de admisión el mismo día.,Call 256-764-8464 for shelter intake; case management connects to Career Center employment services and MyDHR benefits.,Llame al 256-764-8464 para admisión al refugio; el manejo de casos conecta con servicios de empleo de Career Center y beneficios de MyDHR.,Shelter 24/7; intake assessments during business hours,florence|lauderdale|housing|emergency-shelter|reentry|faith-based,Emergency shelter|Meals|Case management|Employment referrals|Benefits navigation,Lauderdale,Lauderdale,single
54,Christian Service Center of the Shoals,basic-needs,Florence metro,"Christian Service Center of the Shoals operates a food pantry, clothing closet, and emergency utility and rent assistance program for low-income residents of Florence and the surrounding Shoals area, including returning citizens establishing a household after release. Volunteers and case workers help clients access one-time emergency assistance and referrals to longer-term benefits programs.","Christian Service Center of the Shoals opera una despensa de alimentos, un armario de ropa y un programa de asistencia de emergencia con servicios públicos y alquiler para residentes de bajos ingresos de Florence y el área circundante de los Shoals, incluidos ciudadanos que regresan y establecen un hogar después de la liberación. Voluntarios y trabajadores de caso ayudan a los clientes a acceder a asistencia de emergencia única.",223 West Tuscaloosa Street,Florence,256-764-8118,,https://cscshoals.org,"Low-income residents of the Shoals area in need of food, clothing, or emergency utility and rent assistance; proof of residency and need typically required.","Residentes de bajos ingresos del área de los Shoals que necesitan alimentos, ropa o asistencia de emergencia con servicios públicos y alquiler; generalmente se requiere prueba de residencia y necesidad.",Call 256-764-8118 for pantry hours and emergency assistance eligibility; bring a shutoff or eviction notice for utility or rent help.,Llame al 256-764-8118 para conocer el horario de la despensa y la elegibilidad para asistencia de emergencia; traiga un aviso de corte o desalojo.,Monday–Friday business hours,florence|lauderdale|basic-needs|food-pantry|emergency-assistance|reentry,Food pantry|Clothing closet|Emergency utility assistance|Emergency rent assistance,Lauderdale,Lauderdale,single
55,Northwest Shoals Community College — Adult Education,education,Florence metro,"Northwest Shoals Community College's Adult Education program offers free GED preparation, adult basic education, and workforce readiness classes for residents of the Shoals area, including justice-involved adults working toward a high school equivalency credential needed for employment. Classes lead into career technical programs and coordination with the local Alabama Career Center office.","El programa de Educación para Adultos de Northwest Shoals Community College ofrece preparación gratuita para el GED, educación básica para adultos y clases de preparación laboral para residentes del área de los Shoals, incluidos adultos con antecedentes penales que trabajan para obtener una credencial de equivalencia de escuela secundaria. Las clases conducen a programas técnicos de carrera y coordinación con la oficina local de Alabama Career Center.",800 George Wallace Boulevard,Muscle Shoals,256-331-5210,,https://www.nwscc.edu,Shoals-area residents age 16 and older not enrolled in secondary school; no cost for GED preparation and adult basic education classes.,Residentes del área de los Shoals de 16 años o más que no estén inscritos en la escuela secundaria; sin costo para la preparación del GED y clases de educación básica para adultos.,Call 256-331-5210 to register for adult education classes; ask about testing schedules and evening class options.,Llame al 256-331-5210 para inscribirse en clases de educación para adultos; pregunte sobre horarios de exámenes y opciones de clases nocturnas.,Class schedules vary; day and evening sections offered,florence|lauderdale|muscle-shoals|education|GED|adult-education|reentry,GED preparation|Adult basic education|Workforce readiness classes|Career technical program referrals,Lauderdale,Lauderdale|Colbert,multi
56,Alabama Career Center — Florence,employment,Florence metro,"The Alabama Career Center office in Florence connects Shoals-area job seekers—including justice-involved residents—to job search assistance, unemployment services, and WIOA training referrals coordinated through the North Alabama workforce region. Fair-chance employer relationships and on-site resource rooms help returning citizens build resumes and apply for local manufacturing and service-sector jobs.","La oficina de Alabama Career Center en Florence conecta a los buscadores de empleo del área de los Shoals—incluidos residentes con antecedentes penales—con asistencia de búsqueda de empleo, servicios de desempleo y referencias de capacitación WIOA coordinadas a través de la región de fuerza laboral del norte de Alabama. Las relaciones con empleadores de segunda oportunidad y salas de recursos ayudan a los ciudadanos que regresan.",602 South Court Street,Florence,256-767-4711,,https://joblink.alabama.gov,Open to Shoals-area job seekers including justice-involved individuals; core career center services are free.,Abierto a buscadores de empleo del área de los Shoals incluidas personas con antecedentes penales; servicios básicos del centro de carrera son gratuitos.,Visit joblink.alabama.gov to find the Florence office hours; walk-in resource room available for job search and resume help.,Visite joblink.alabama.gov para conocer el horario de la oficina de Florence; sala de recursos disponible sin cita para búsqueda de empleo y ayuda con currículum.,Monday–Friday business hours,florence|lauderdale|employment|career-center|WIOA|fair-chance|reentry,Job search assistance|Resume help|WIOA training referrals|Unemployment services|Fair-chance employment navigation,Lauderdale,Lauderdale,single
57,Jimmie Hale Mission,housing,Birmingham metro,"Jimmie Hale Mission operates three free facilities for people experiencing homelessness in the Birmingham area: the Shepura Men's Center downtown with a 160-bed dormitory, chapel, and learning center; Jessie's Place, a safe haven for up to 30 women and children; and Royal Pines, a quiet rural recovery campus for 45 men. All three sites provide the 16-week Back to Life program with counseling, medical and dental care, and career and housing assistance.","Jimmie Hale Mission opera tres instalaciones gratuitas para personas sin hogar en el área de Birmingham: el Shepura Men's Center en el centro con un dormitorio de 160 camas, capilla y centro de aprendizaje; Jessie's Place, un refugio para hasta 30 mujeres y niños; y Royal Pines, un campus rural de recuperación para 45 hombres. Los tres sitios ofrecen el programa Back to Life de 16 semanas con asesoría, atención médica y dental, y ayuda de carrera y vivienda.",3420 2nd Avenue North,Birmingham,205-323-5878,,https://jimmiehalemission.com/,"Men, women, and children experiencing homelessness in the Birmingham area, including people leaving incarceration; call the Shepura Men's Center weekdays 9 a.m.–4 p.m. to schedule an intake interview.","Hombres, mujeres y niños sin hogar en el área de Birmingham, incluidas personas que salen de la encarcelación; llame al Shepura Men's Center entre semana de 9 a.m. a 4 p.m. para programar una entrevista de admisión.","Bring a completed online application from jimmiehalemission.com to your intake interview; Jessie's Place for women and children is at 2305 5th Avenue North; all services, meals, and the recovery curriculum are free of charge.","Lleve una solicitud en línea completada de jimmiehalemission.com a su entrevista de admisión; Jessie's Place para mujeres y niños está en 2305 5th Avenue North; todos los servicios, comidas y el currículo de recuperación son gratuitos.","Shelters 24/7; intake interviews Monday–Friday, 9:00 a.m.–4:00 p.m.",housing|emergency-shelter|recovery-residence|free|Birmingham|reentry|faith-based,"Emergency shelter for men, women, and children|Long-term recovery program|Medical and dental care|Career and job readiness|Housing assistance",Jefferson,Jefferson,single
58,Firehouse Ministries,housing,Birmingham metro,"Firehouse Ministries has served men experiencing chronic homelessness in downtown Birmingham since 1983, providing shelter, meals, clothing, and a day program for close to 3,000 individuals a year. Beyond emergency shelter, Firehouse operates permanent supportive housing for men with disabilities or serious mental illness, a respite program for guests recovering from illness or injury, and the tools and case management needed to rebuild toward independent living.","Firehouse Ministries ha servido a hombres con falta de vivienda crónica en el centro de Birmingham desde 1983, ofreciendo refugio, comidas, ropa y un programa diurno a casi 3,000 personas al año. Además del refugio de emergencia, Firehouse opera vivienda de apoyo permanente para hombres con discapacidades o enfermedad mental grave, un programa de respiro para huéspedes en recuperación de enfermedad o lesión, y manejo de caso para avanzar hacia la vida independiente.",626 2nd Avenue North,Birmingham,205-252-9571,rdavis@firehouseshelter.com,https://firehouseshelter.com/,Adult men experiencing homelessness in the Birmingham area; shelter and day services available on a walk-up basis; permanent supportive housing requires disability documentation and case management referral.,Hombres adultos sin hogar en el área de Birmingham; refugio y servicios diurnos disponibles sin cita previa; la vivienda de apoyo permanente requiere documentación de discapacidad y referencia de manejo de caso.,Shelter operates 24 hours; day program serves lunch 11:30 a.m.–12:30 p.m.; call the shelter coordinator at 205-252-9571 for intake information or to ask about the respite and permanent supportive housing programs.,El refugio opera las 24 horas; el programa diurno sirve almuerzo de 11:30 a.m. a 12:30 p.m.; llame al coordinador del refugio al 205-252-9571 para información de admisión o para preguntar sobre respiro y vivienda de apoyo permanente.,Shelter 24/7; day program serves lunch 11:30 a.m.–12:30 p.m.,housing|emergency-shelter|men|permanent-supportive-housing|Birmingham|chronic-homelessness,Emergency shelter for men|Day program with meals and hygiene|Permanent supportive housing|Medical respite beds|Case management,Jefferson,Jefferson,single
59,Salvation Army of Greater Birmingham — Center of Hope,housing,Birmingham metro,"The Salvation Army of Greater Birmingham operates the Center of Hope, the only shelter in Central Alabama serving men, women, children, families, and veterans together at a single location. Guests receive emergency shelter, meals, clothing, and counseling around the clock, with case managers connecting residents to transitional housing for families, benefits enrollment, and community resources across Jefferson, Shelby, and St. Clair counties.","El Ejército de Salvación del Gran Birmingham opera el Center of Hope, el único refugio en el centro de Alabama que sirve a hombres, mujeres, niños, familias y veteranos en un solo lugar. Los huéspedes reciben refugio de emergencia, comidas, ropa y asesoría las 24 horas, con administradores de casos que conectan a los residentes con vivienda de transición para familias, inscripción en beneficios y recursos comunitarios en los condados de Jefferson, Shelby y St. Clair.",2015 26th Avenue North,Birmingham,205-328-2420,,https://southernusa.salvationarmy.org/birmingham-al/,"Men, women, children, families, and veterans experiencing homelessness in Jefferson, Shelby, or St. Clair counties; walk in or call for same-day assessment; no prior appointment required for emergency shelter.","Hombres, mujeres, niños, familias y veteranos sin hogar en los condados de Jefferson, Shelby o St. Clair; puede presentarse sin cita o llamar para una evaluación el mismo día; no se requiere cita previa para refugio de emergencia.",Call 205-328-2420 or come to the Social Services Building for immediate help; the shelter also operates transitional housing for homeless families and serves as a warming station during extreme weather.,Llame al 205-328-2420 o venga al edificio de Servicios Sociales para ayuda inmediata; el refugio también opera vivienda de transición para familias sin hogar y funciona como estación de calor durante clima extremo.,Shelter and intake 24/7,housing|emergency-shelter|families|veterans|Birmingham|Salvation-Army,"Emergency shelter for men, women, and children|Transitional housing for families|Meals and clothing|Counseling|Community referrals",Jefferson,Jefferson|Shelby|St. Clair,multi
60,First Light Shelter,housing,Birmingham metro,"First Light is downtown Birmingham's only emergency shelter accepting homeless women and women with children around the clock, accommodating up to 38 guests. Beyond a bed, nutritious meals, and hygiene essentials, First Light provides social workers, group therapy, and Shelter Plus Care permanent supportive housing for women who are homeless due to disabling conditions such as mental illness, past substance use, or HIV/AIDS, connecting guests to healthcare, job training, and housing assistance.","First Light es el único refugio de emergencia en el centro de Birmingham que acepta a mujeres sin hogar y mujeres con niños las 24 horas, con capacidad para 38 huéspedes. Además de una cama, comidas nutritivas y artículos de higiene, First Light ofrece trabajadoras sociales, terapia de grupo y vivienda de apoyo permanente Shelter Plus Care para mujeres sin hogar por condiciones incapacitantes como enfermedad mental, uso de sustancias pasado o VIH/SIDA.",2230 Fourth Avenue North,Birmingham,205-323-4277,help@firstlightshelter.org,https://firstlightshelter.org/,Women and women with children experiencing homelessness; 24-hour walk-in intake; Shelter Plus Care permanent supportive housing requires a documented disabling condition and referral through the Jefferson County Housing Authority.,Mujeres y mujeres con niños sin hogar; admisión sin cita las 24 horas; la vivienda de apoyo permanente Shelter Plus Care requiere una condición incapacitante documentada y referencia a través de la Autoridad de Vivienda del Condado de Jefferson.,"Call 205-323-4277 or walk in any time; guests receive an individualized case plan with a social worker; donated hygiene products, laundry detergent, and linens are distributed nightly.","Llame al 205-323-4277 o preséntese en cualquier momento; las huéspedes reciben un plan de caso individualizado con una trabajadora social; se distribuyen productos de higiene, detergente y ropa de cama donados cada noche.",24/7 emergency shelter intake,housing|emergency-shelter|women|families|Birmingham|permanent-supportive-housing,24-hour emergency shelter for women and children|Shelter Plus Care permanent supportive housing|Social work and group therapy|Hygiene and laundry access|Healthcare and job training referrals,Jefferson,Jefferson,single
61,Waterfront Rescue Mission — Mobile Campus,housing,Mobile metro,"Waterfront Rescue Mission's Mobile campus, long known locally as Mobile Rescue Mission, offers 110 beds for men in its Christ-centered Addiction Recovery Program and for overnight shelter guests. Non-program guests may stay each month for a $10 co-pay, with bad-weather nights and holidays free for those without income. Weekday day services include hot meals, chaplaincy support, restroom access, clothing, and connections to veteran care and work-training programs.","El campus de Mobile de Waterfront Rescue Mission, conocido localmente como Mobile Rescue Mission, ofrece 110 camas para hombres en su Programa de Recuperación de Adicciones centrado en Cristo y para huéspedes de refugio nocturno. Los huéspedes fuera del programa pueden quedarse cada mes por un copago de $10, con noches de mal clima y días festivos gratis para quienes no tienen ingresos. Los servicios diurnos entre semana incluyen comidas calientes, capellanía, acceso a baños, ropa y conexiones a cuidado de veteranos y capacitación laboral.",279A North Washington Avenue,Mobile,251-433-1847,,https://waterfrontmission.org/,"Adult men seeking shelter or addiction recovery in the Mobile area; day services available to men, women, and children Monday–Friday; program interviews required for the residential recovery track.","Hombres adultos que buscan refugio o recuperación de adicciones en el área de Mobile; servicios diurnos disponibles para hombres, mujeres y niños de lunes a viernes; se requieren entrevistas de programa para la vía de recuperación residencial.","Call 251-433-1847 for shelter availability or to schedule a recovery program interview; day services run Monday–Friday, 9:30 a.m.–3:00 p.m., offering meals, chaplain visits, and clothing requests.","Llame al 251-433-1847 para disponibilidad de refugio o para programar una entrevista del programa de recuperación; los servicios diurnos son de lunes a viernes de 9:30 a.m. a 3:00 p.m., con comidas, visitas de capellán y solicitudes de ropa.","Overnight shelter nightly; day services Monday–Friday, 9:30 a.m.–3:00 p.m.",housing|emergency-shelter|men|addiction-recovery|Mobile|veterans,Overnight emergency shelter|Residential addiction recovery program|Day services and hot meals|Veteran care|Work training,Mobile,Mobile,single
62,Friendship Mission,housing,Montgomery metro,"Friendship Mission is a faith-centered refuge for the River Region's homeless and hungry, operating separate shelters for men and for women and children plus a public soup kitchen serving meals daily. The Caring Center provides free clothing to residents at no charge, and staff help guests work toward self-sufficiency through case management, referrals, and structured shelter programming across Montgomery, Autauga, Elmore, Lowndes, and Macon counties.","Friendship Mission es un refugio centrado en la fe para las personas sin hogar y con hambre de la región del río, con refugios separados para hombres y para mujeres con niños, además de un comedor público que sirve comidas diariamente. El Caring Center proporciona ropa gratuita a los residentes sin costo, y el personal ayuda a los huéspedes a lograr la autosuficiencia mediante manejo de caso, referencias y programación estructurada de refugio en los condados de Montgomery, Autauga, Elmore, Lowndes y Macon.",3561 Mobile Highway,Montgomery,334-356-6412,,http://www.friendshipmission.org,"Men, women, and children experiencing homelessness in the River Region; call the main line and press 3 to speak with intake staff about shelter availability at either location.","Hombres, mujeres y niños sin hogar en la región del río; llame a la línea principal y presione 3 para hablar con el personal de admisión sobre disponibilidad de refugio en cualquiera de las ubicaciones.","Women's Shelter is at 312 Chisholm Street; soup kitchen at the Men's Shelter serves Monday–Saturday 12:30 p.m. and 5:30 p.m., Sunday 9:30 a.m. and 5:30 p.m.; clothing donations go to The Caring Center, 380 Arba Street.","El refugio de mujeres está en 312 Chisholm Street; el comedor en el refugio de hombres sirve de lunes a sábado a las 12:30 p.m. y 5:30 p.m., domingo a las 9:30 a.m. y 5:30 p.m.; las donaciones de ropa van al Caring Center, 380 Arba Street.",Shelters 24/7; soup kitchen daily per posted meal times,housing|emergency-shelter|families|Montgomery|faith-based|soup-kitchen,Emergency shelter for men and for women/children|Public soup kitchen|Free clothing closet|Case management|Referrals to self-sufficiency resources,Montgomery,Montgomery|Autauga|Elmore|Lowndes|Macon,multi
