id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
38,El Rio Health,healthcare,Tucson / Pima County,"El Rio Health is a Federally Qualified Health Center serving Pima County with primary care, behavioral health, dental, and pharmacy services including sliding-fee care for uninsured and justice-involved patients at multiple Tucson clinics. AHCCCS enrollment assistance and reentry-friendly scheduling help returning citizens establish a medical home. FQHC—not a hospital emergency room.","El Rio Health es un Centro de Salud Federally Qualified que sirve al condado Pima con atención primaria, salud conductual, dental y farmacia incluyendo atención con tarifa móvil para pacientes sin seguro y con antecedentes penales.",839 W Congress Street,Tucson,520-670-3709,,https://www.elrio.org,Pima County patients; AHCCCS and sliding fee; justice-involved patients welcome.,Pacientes del condado Pima; AHCCCS y tarifa móvil; pacientes con antecedentes penales bienvenidos.,Call 520-670-3709; Congress Street main clinic; enroll in AHCCCS at healthearizonaplus.gov.,Llame al 520-670-3709; clínica principal Congress Street.,Clinics Monday–Saturday hours vary,tucson|pima|healthcare|FQHC|dental|reentry,Primary care|Behavioral health|Dental services|Pharmacy|AHCCCS enrollment assistance,Pima,Pima,single
39,Pima County One-Stop Career Center,employment,Tucson / Pima County,"The Pima County One-Stop Career Center connects job seekers including justice-involved adults to ARIZONA@WORK services, WIOA training, veteran employment staff, and fair-chance employer partnerships in Tucson. Career advisors coordinate with Primavera, DES, and El Rio Health for returning citizens rebuilding employment after Pima County Jail or ADCRR release. Workforce center—not emergency housing.","El Centro de Carrera One-Stop del condado Pima conecta buscadores de empleo incluidos adultos con antecedentes penales con servicios ARIZONA@WORK, capacitación WIOA y alianzas de empleo de segunda oportunidad en Tucson.",340 N Commerce Park Loop,Tucson,520-724-5735,,https://arizonaatwork.com,Open to Pima County job seekers including justice-involved individuals; core services free.,Abierto a buscadores de empleo del condado Pima incluidas personas con antecedentes penales; servicios básicos gratuitos.,Register at arizonaatwork.com; call 520-724-5735; Commerce Park Loop main Tucson one-stop.,Regístrese en arizonaatwork.com; llame al 520-724-5735.,Monday–Friday business hours,tucson|pima|employment|arizona-at-work|WIOA|reentry,Career coaching|WIOA training referrals|Veteran employment services|Fair-chance employers|Job search labs,Pima,Pima,single
40,CODAC Behavioral Health — Tucson,substance-use-treatment,Tucson / Pima County,"CODAC Behavioral Health is Pima County's largest nonprofit SUD and mental health provider offering outpatient treatment, opioid treatment programs, and peer recovery support for justice-involved adults through AHCCCS and grant funding. Medication-assisted treatment and intensive outpatient programs accept referrals from drug courts, probation, and Primavera reentry staff. Treatment provider—not a housing intake center.","CODAC Behavioral Health es el mayor proveedor sin fines de lucro de TUS y salud mental del condado Pima que ofrece tratamiento ambulatorio, programas de tratamiento de opioides y apoyo de recuperación entre pares para adultos con antecedentes penales.",380 E Fort Lowell Road,Tucson,520-327-4505,,https://www.codacinc.org,Adults with SUD or mental health needs in Pima County; AHCCCS and justice-involved referrals accepted.,Adultos con necesidades de TUS o salud mental en el condado Pima; referencias AHCCCS y con antecedentes penales aceptadas.,Call 520-327-4505 for intake; OTP/MAT available; pairs with Pima County drug courts.,Llame al 520-327-4505 para admisión; OTP/MAT disponible.,Clinic Monday–Friday; crisis line available,tucson|pima|substance-use-treatment|MAT|OTP|reentry,Outpatient SUD treatment|Opioid treatment program|Medication-assisted treatment|Peer recovery support|Mental health services,Pima,Pima,single
41,Catholic Community Services of Southern Arizona,basic-needs,Tucson / Pima County,"Catholic Community Services of Southern Arizona provides emergency food, rent and utility assistance, and case management for vulnerable Pima County residents including returning citizens at the Tucson Broadway office. Staff connect clients to DES, Primavera housing, and Southern Arizona Legal Aid. Emergency assistance—not probation supervision.","Catholic Community Services del Sur de Arizona ofrece alimentos de emergencia, asistencia de renta y servicios públicos y manejo de casos para residentes vulnerables del condado Pima incluidos ciudadanos que regresan.",140 W Speedway Boulevard,Tucson,520-623-0344,,https://www.ccs-soaz.org,Low-income Pima County residents meeting emergency assistance criteria; justice-involved clients per program policy.,Residentes de bajos ingresos del condado Pima que cumplan criterios de asistencia de emergencia.,Call 520-623-0344; appointment required for some assistance programs.,Llame al 520-623-0344; cita requerida para algunos programas.,Monday–Friday business hours,tucson|pima|basic-needs|emergency-assistance|reentry,Emergency food|Rent assistance|Utility assistance|Case management|Benefits referrals,Pima,Pima,single
42,North Country HealthCare — Flagstaff,healthcare,Flagstaff / Coconino County,"North Country HealthCare operates Federally Qualified Health Center clinics across northern Arizona including Flagstaff, providing primary care, behavioral health, dental, and sliding-fee services for uninsured and Medicaid patients including justice-involved residents of Coconino, Navajo, and Apache counties. The Fourth Street Flagstaff clinic coordinates with DNA Legal Services and ARIZONA@WORK White Mountains. FQHC—not an emergency hospital.","North Country HealthCare opera clínicas FQHC en el norte de Arizona incluyendo Flagstaff, ofreciendo atención primaria, salud conductual, dental y servicios con tarifa móvil para pacientes sin seguro y Medicaid incluidos residentes con antecedentes penales.",2920 N Fourth Street,Flagstaff,928-522-9400,,https://www.northcountryhealthcare.org,Northern Arizona patients; AHCCCS and sliding fee; justice-involved patients welcome.,Pacientes del norte de Arizona; AHCCCS y tarifa móvil; pacientes con antecedentes penales bienvenidos.,Call 928-522-9400; multiple northern Arizona sites; enroll in AHCCCS at healthearizonaplus.gov.,Llame al 928-522-9400; múltiples sitios del norte de Arizona.,Clinic Monday–Friday,flagstaff|coconino|healthcare|FQHC|rural|reentry,Primary care|Behavioral health|Dental services|Sliding-fee care|AHCCCS support,Coconino,Coconino|Navajo|Apache,multi
43,Crossroads Mission,housing,Yuma / Yuma County,"Crossroads Mission provides emergency shelter, meals, recovery programs, and reentry support for homeless and justice-involved men and women in Yuma County through its Arizona Avenue campus. Chaplaincy-based programs connect residents to ARIZONA@WORK Yuma, DES benefits, and regional medical providers. Faith-based shelter—not a county probation office.","Crossroads Mission ofrece refugio de emergencia, comidas, programas de recuperación y apoyo de reinserción para hombres y mujeres sin hogar y con antecedentes penales en el condado Yuma.",944 S Arizona Avenue,Yuma,928-782-2893,,https://www.crossroadsmission.com,Homeless and low-income adults in Yuma County; justice-involved participants in shelter and recovery programs.,Adultos sin hogar y de bajos ingresos en el condado Yuma; participantes con antecedentes penales en programas de refugio.,Call 928-782-2893 for intake; meals and shelter on Arizona Avenue campus.,Llame al 928-782-2893 para admisión.,Shelter 24/7; office Monday–Friday,yuma|housing|shelter|recovery|faith-based|reentry,Emergency shelter|Meals|Recovery programs|Reentry support|Workforce referrals,Yuma,Yuma,single
44,West Yavapai Guidance Clinic,substance-use-treatment,Prescott Valley / Yavapai County,"West Yavapai Guidance Clinic provides outpatient mental health and substance use disorder treatment, crisis services, and peer support for justice-involved adults in Yavapai County through AHCCCS RBHA contracts and state grants. Programs include intensive outpatient, medication-assisted treatment, and court and probation referrals from Prescott area courts. Treatment provider—not a housing agency.","West Yavapai Guidance Clinic ofrece tratamiento ambulatorio de salud mental y trastornos por uso de sustancias, servicios de crisis y apoyo entre pares para adultos con antecedentes penales en el condado Yavapai.",3345 N Windsong Drive,Prescott Valley,928-445-5211,,https://www.wygc.org,Adults with mental health or SUD needs in Yavapai County; AHCCCS and justice referrals accepted.,Adultos con necesidades de salud mental o TUS en el condado Yavapai; referencias AHCCCS y judiciales aceptadas.,Call 928-445-5211 for intake; crisis services available; pairs with ARIZONA@WORK Yavapai.,Llame al 928-445-5211 para admisión; servicios de crisis disponibles.,Crisis 24/7; clinics Monday–Friday,prescott|yavapai|substance-use-treatment|mental-health|reentry,Outpatient SUD treatment|Mental health services|Crisis services|Medication-assisted treatment|Peer support,Yavapai,Yavapai,single
45,ARIZONA@WORK — Kingman,employment,Kingman / Mohave County,"The ARIZONA@WORK Kingman office connects Mohave County job seekers including justice-involved adults from Kingman Regional Medical Center release and county jail to career coaching, WIOA referrals, and fair-chance employer navigation. Staff coordinate with Mohave County DES, Kingman Regional Medical Center, and rural reentry partners. Free workforce services—not emergency housing.","La oficina ARIZONA@WORK de Kingman conecta buscadores de empleo del condado Mohave incluidos adultos con antecedentes penales con coaching de carrera, referencias WIOA y navegación de empleo de segunda oportunidad.",700 W Beale Street,Kingman,928-753-0723,,https://arizonaatwork.com,Open to Mohave County job seekers including justice-involved individuals; core services free.,Abierto a buscadores de empleo del condado Mohave incluidas personas con antecedentes penales.,Register at arizonaatwork.com; call 928-753-0723; pairs with Mohave County DES office.,Regístrese en arizonaatwork.com; llame al 928-753-0723.,Monday–Friday business hours,kingman|mohave|employment|arizona-at-work|WIOA|reentry,Career coaching|WIOA training referrals|Resume assistance|Fair-chance employment|Job search tools,Mohave,Mohave,single
46,Kingman Regional Medical Center,healthcare,Kingman / Mohave County,"Kingman Regional Medical Center is Mohave County's regional hospital providing emergency, inpatient, and outpatient care with financial assistance and Medicaid coordination for uninsured and justice-involved patients including those leaving local custody. Social workers connect discharged patients to AHCCCS enrollment, ARIZONA@WORK, and Crossroads regional partners. Hospital system—not a probation or legal aid office.","Kingman Regional Medical Center es el hospital regional del condado Mohave que ofrece atención de emergencia, hospitalaria y ambulatoria con asistencia financiera y coordinación Medicaid para pacientes sin seguro y con antecedentes penales.",3269 N Stockton Hill Road,Kingman,928-263-4000,,https://www.azkrmc.com,Mohave County patients; financial assistance available; AHCCCS accepted.,Pacientes del condado Mohave; asistencia financiera disponible; AHCCCS aceptado.,Call 928-263-4000; emergency 24/7; financial counseling for uninsured patients.,Llame al 928-263-4000; emergencias 24/7.,Emergency 24/7; offices Monday–Friday,kingman|mohave|healthcare|hospital|reentry,Emergency care|Inpatient services|Outpatient clinics|Financial assistance|Discharge planning,Mohave,Mohave,single
47,Jewish Family & Children's Service — Phoenix,peer-support,Phoenix / Maricopa County,"Jewish Family and Children's Service of Phoenix provides counseling, career services, disability support, and refugee services for vulnerable Maricopa County residents including justice-involved individuals through trauma-informed care and care coordination. Behavioral health and workforce programs connect clients to AHCCCS providers and ARIZONA@WORK. Social services—not a synagogue or religious enrollment office.","Jewish Family and Children's Service de Phoenix ofrece consejería, servicios de carrera, apoyo para discapacidades y servicios para refugiados para residentes vulnerables del condado Maricopa incluidas personas con antecedentes penales.",4747 N 7th Street,Phoenix,602-452-1000,,https://www.jfcsaz.org,Maricopa County residents in JFCS programs; justice-involved clients per program policy; services open to all backgrounds.,Residentes del condado Maricopa en programas JFCS; clientes con antecedentes penales según política; servicios abiertos a todos.,Call 602-452-1000; career services and counseling by appointment.,Llame al 602-452-1000; servicios de carrera y consejería con cita.,Monday–Friday business hours,phoenix|maricopa|peer-support|counseling|career|reentry,Counseling|Career services|Disability support|Care coordination|Refugee services,Maricopa,Maricopa,single
48,La Frontera EMPACT — Suicide & Crisis Center,basic-needs,Tempe / Maricopa County,"La Frontera EMPACT Suicide Prevention Center provides 24/7 crisis intervention, mobile crisis teams, and peer support for Maricopa County residents in behavioral health crisis including justice-involved individuals and families. Crisis services coordinate with AHCCCS RBHA providers, 988, and Community Bridges for follow-up treatment. Crisis response—not ongoing housing or employment placement.","El Centro de Prevención del Suicidio La Frontera EMPACT ofrece intervención en crisis 24/7, equipos de crisis móviles y apoyo entre pares para residentes del condado Maricopa en crisis de salud conductual incluidas personas con antecedentes penales.",618 S Madison Drive,Tempe,480-784-1500,,https://www.lafronteraaz.com,Anyone in behavioral health crisis in Maricopa County; no criminal-record restrictions for crisis services.,Cualquier persona en crisis de salud conductual en el condado Maricopa; sin restricciones de antecedentes para servicios de crisis.,Crisis line 480-784-1500; mobile crisis dispatch; pairs with 988 and RBHA follow-up.,Línea de crisis 480-784-1500; despacho de crisis móvil.,Crisis 24/7,tempe|maricopa|crisis|peer-support|mental-health|reentry,Crisis intervention|Mobile crisis teams|Suicide prevention|Peer support|RBHA treatment referrals,Maricopa,Maricopa,single
49,Apache County DES — Benefits & Family Support,financial-assistance,Show Low / Apache County,"The Apache County DES Family Assistance Administration office in Show Low processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from Apache County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado Apache en Show Low procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado Apache o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",1500 S. White Mountain Road,Show Low,(928) 537-7100,,https://des.az.gov/find-your-local-office,"Apache County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado Apache que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,apache|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,Apache,Apache,single
50,Cochise County DES — Benefits & Family Support,financial-assistance,Sierra Vista / Cochise County,"The Cochise County DES Family Assistance Administration office in Sierra Vista processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from Cochise County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado Cochise en Sierra Vista procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado Cochise o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",3401 E. Nebraska Street,Sierra Vista,(520) 458-4200,,https://des.az.gov/find-your-local-office,"Cochise County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado Cochise que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,cochise|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,Cochise,Cochise,single
51,Coconino County DES — Benefits & Family Support,financial-assistance,Flagstaff / Coconino County,"The Coconino County DES Family Assistance Administration office in Flagstaff processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from Coconino County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado Coconino en Flagstaff procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado Coconino o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",3803 N. Sentinel Drive,Flagstaff,(928) 779-6900,,https://des.az.gov/find-your-local-office,"Coconino County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado Coconino que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,coconino|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,Coconino,Coconino,single
52,Gila County DES — Benefits & Family Support,financial-assistance,Globe / Gila County,"The Gila County DES Family Assistance Administration office in Globe processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from Gila County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado Gila en Globe procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado Gila o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",605 S. Central Avenue,Globe,(928) 425-7631,,https://des.az.gov/find-your-local-office,"Gila County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado Gila que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,gila|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,Gila,Gila,single
53,Graham County DES — Benefits & Family Support,financial-assistance,Safford / Graham County,"The Graham County DES Family Assistance Administration office in Safford processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from Graham County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado Graham en Safford procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado Graham o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",817 W. 8th Street,Safford,(928) 428-4690,,https://des.az.gov/find-your-local-office,"Graham County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado Graham que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,graham|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,Graham,Graham,single
54,Greenlee County DES — Benefits & Family Support,financial-assistance,Clifton / Greenlee County,"The Greenlee County DES Family Assistance Administration office in Clifton processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from Greenlee County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado Greenlee en Clifton procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado Greenlee o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",615 N. Coronado Boulevard,Clifton,(928) 865-4145,,https://des.az.gov/find-your-local-office,"Greenlee County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado Greenlee que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,greenlee|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,Greenlee,Greenlee,single
55,La Paz County DES — Benefits & Family Support,financial-assistance,Parker / La Paz County,"The La Paz County DES Family Assistance Administration office in Parker processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from La Paz County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado La Paz en Parker procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado La Paz o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",1200 S. California Avenue,Parker,(928) 669-6133,,https://des.az.gov/find-your-local-office,"La Paz County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado La Paz que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,la paz|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,La Paz,La Paz,single
56,Mohave County DES — Benefits & Family Support,financial-assistance,Kingman / Mohave County,"The Mohave County DES Family Assistance Administration office in Kingman processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from Mohave County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado Mohave en Kingman procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado Mohave o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",1040 Kino Avenue,Kingman,(928) 753-0714,,https://des.az.gov/find-your-local-office,"Mohave County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado Mohave que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,mohave|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,Mohave,Mohave,single
57,Navajo County DES — Benefits & Family Support,financial-assistance,Holbrook / Navajo County,"The Navajo County DES Family Assistance Administration office in Holbrook processes Nutrition Assistance (SNAP), Cash Assistance (TANF), and AHCCCS Medicaid eligibility applications for Arizona residents including returning citizens reestablishing food and health benefits after release from Navajo County Jail or ADCRR custody. County DES staff help verify identity and income and accept applications submitted through Health-e-Arizona Plus.","La oficina de Administración de Asistencia Familiar de DES del condado Navajo en Holbrook procesa solicitudes de Asistencia Nutricional (SNAP), Asistencia en Efectivo (TANF) y elegibilidad de Medicaid AHCCCS para residentes de Arizona, incluidos ciudadanos que regresan que restablecen beneficios alimentarios y de salud después de salir de la cárcel del condado Navajo o de la custodia de ADCRR. El personal del condado ayuda a verificar identidad e ingresos y acepta solicitudes presentadas a través de Health-e-Arizona Plus.",103 W. Hopi Drive,Holbrook,(928) 524-4100,,https://des.az.gov/find-your-local-office,"Navajo County residents meeting income and household-size requirements for SNAP, TANF, and AHCCCS Medicaid; criminal record generally not a barrier.","Residentes del condado Navajo que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid AHCCCS; los antecedentes penales generalmente no son barrera.",Apply online at healthearizonaplus.gov; call 1-855-432-7587 for DES help; statewide interview line 1-855-777-8590; visit the county office for in-person verification.,Solicite en healthearizonaplus.gov; llame al 1-855-432-7587; línea de entrevista estatal 1-855-777-8590; visite la oficina del condado para verificación presencial.,Typically Monday–Friday business hours; call ahead,navajo|arizona|benefits|SNAP|Medicaid|DES|reentry,SNAP enrollment|AHCCCS Medicaid application|TANF cash assistance|Document verification|Health-e-Arizona Plus help,Navajo,Navajo,single
