source_url,source_type,date_accessed,confidence,notes,id_reference
https://dfcs.georgia.gov/locations/effingham-county,government,2026-06-24,high,Resource id 246: Effingham County DFCS — Family Assistance,246
https://dfcs.georgia.gov/locations/elbert-county,government,2026-06-24,high,Resource id 247: Elbert County DFCS — Family Assistance,247
https://dfcs.georgia.gov/locations/emanuel-county,government,2026-06-24,high,Resource id 248: Emanuel County DFCS — Family Assistance,248
https://dfcs.georgia.gov/locations/evans-county,government,2026-06-24,high,Resource id 249: Evans County DFCS — Family Assistance,249
https://dfcs.georgia.gov/locations/fannin-county,government,2026-06-24,high,Resource id 250: Fannin County DFCS — Family Assistance,250
https://dfcs.georgia.gov/locations/fayette-county,government,2026-06-24,high,Resource id 251: Fayette County DFCS — Family Assistance,251
https://dfcs.georgia.gov/locations/floyd-county,government,2026-06-24,high,Resource id 252: Floyd County DFCS — Family Assistance,252
https://dfcs.georgia.gov/locations/forsyth-county-0,government,2026-06-24,high,Resource id 253: Forsyth County DFCS — Family Assistance,253
https://dfcs.georgia.gov/locations/franklin-county,government,2026-06-24,high,Resource id 254: Franklin County DFCS — Family Assistance,254
https://dfcs.georgia.gov/press-releases/2025-08-04/fulton-county-dfcs-and-dcss-offices-consolidating,government,2026-06-24,high,Resource id 255: Fulton County DFCS — Family Assistance,255
https://dfcs.georgia.gov/locations/gilmer-county,government,2026-06-24,high,Resource id 256: Gilmer County DFCS — Family Assistance,256
https://dfcs.georgia.gov/locations/glascock-county,government,2026-06-24,high,Resource id 257: Glascock County DFCS — Family Assistance,257
https://dfcs.georgia.gov/locations/glynn-county,government,2026-06-24,high,Resource id 258: Glynn County DFCS — Family Assistance,258
https://dfcs.georgia.gov/locations/gordon-county,government,2026-06-24,high,Resource id 259: Gordon County DFCS — Family Assistance,259
https://dfcs.georgia.gov/locations/grady-county,government,2026-06-24,high,Resource id 260: Grady County DFCS — Family Assistance,260
https://dfcs.georgia.gov/locations/greene-county,government,2026-06-24,high,Resource id 261: Greene County DFCS — Family Assistance,261
https://dfcs.georgia.gov/locations/gwinnett-county,government,2026-06-24,high,Resource id 262: Gwinnett County DFCS — Family Assistance,262
https://dfcs.georgia.gov/locations/habersham-county,government,2026-06-24,high,Resource id 263: Habersham County DFCS — Family Assistance,263
https://dfcs.georgia.gov/locations/hall-county,government,2026-06-24,high,Resource id 264: Hall County DFCS — Family Assistance,264
https://dfcs.georgia.gov/locations/hancock-county,government,2026-06-24,high,Resource id 265: Hancock County DFCS — Family Assistance,265
https://dfcs.georgia.gov/locations/haralson-county,government,2026-06-24,high,Resource id 266: Haralson County DFCS — Family Assistance,266
https://dfcs.georgia.gov/locations/harris-county,government,2026-06-24,high,Resource id 267: Harris County DFCS — Family Assistance,267
https://dfcs.georgia.gov/locations/hart-county,government,2026-06-24,high,Resource id 268: Hart County DFCS — Family Assistance,268
https://dfcs.georgia.gov/locations/heard-county,government,2026-06-24,high,Resource id 269: Heard County DFCS — Family Assistance,269
https://dfcs.georgia.gov/locations/henry-county,government,2026-06-24,high,Resource id 270: Henry County DFCS — Family Assistance,270
https://dfcs.georgia.gov/locations/houston-county,government,2026-06-24,high,Resource id 271: Houston County DFCS — Family Assistance,271
https://dfcs.georgia.gov/locations/irwin-county,government,2026-06-24,high,Resource id 272: Irwin County DFCS — Family Assistance,272
https://dfcs.georgia.gov/locations/jackson-county,government,2026-06-24,high,Resource id 273: Jackson County DFCS — Family Assistance,273
https://dfcs.georgia.gov/locations/jasper-county,government,2026-06-24,high,Resource id 274: Jasper County DFCS — Family Assistance,274
https://dfcs.georgia.gov/locations/jeff-davis-county,government,2026-06-24,high,Resource id 275: Jeff Davis County DFCS — Family Assistance,275
https://dfcs.georgia.gov/locations/jefferson-county,government,2026-06-24,high,Resource id 276: Jefferson County DFCS — Family Assistance,276
https://dfcs.georgia.gov/locations/jenkins-county,government,2026-06-24,high,Resource id 277: Jenkins County DFCS — Family Assistance,277
https://dfcs.georgia.gov/locations/johnson-county,government,2026-06-24,high,Resource id 278: Johnson County DFCS — Family Assistance,278
https://dfcs.georgia.gov/locations/jones-county,government,2026-06-24,high,Resource id 279: Jones County DFCS — Family Assistance,279
https://dfcs.georgia.gov/locations/lamar-county,government,2026-06-24,high,Resource id 280: Lamar County DFCS — Family Assistance,280
https://dfcs.georgia.gov/locations/lanier-county,government,2026-06-24,high,Resource id 281: Lanier County DFCS — Family Assistance,281
https://dfcs.georgia.gov/locations/laurens-county,government,2026-06-24,high,Resource id 282: Laurens County DFCS — Family Assistance,282
https://dfcs.georgia.gov/locations/lee-county,government,2026-06-24,high,Resource id 283: Lee County DFCS — Family Assistance,283
https://dfcs.georgia.gov/locations/liberty-county,government,2026-06-24,high,Resource id 284: Liberty County DFCS — Family Assistance,284
https://dfcs.georgia.gov/locations/lincoln-county,government,2026-06-24,high,Resource id 285: Lincoln County DFCS — Family Assistance,285
https://dfcs.georgia.gov/locations/long-county,government,2026-06-24,high,Resource id 286: Long County DFCS — Family Assistance,286
https://dfcs.georgia.gov/locations/lowndes-county,government,2026-06-24,high,Resource id 287: Lowndes County DFCS — Family Assistance,287
https://dfcs.georgia.gov/locations/lumpkin-county,government,2026-06-24,high,Resource id 288: Lumpkin County DFCS — Family Assistance,288
https://dfcs.georgia.gov/locations/macon-county,government,2026-06-24,high,Resource id 289: Macon County DFCS — Family Assistance,289
https://dfcs.georgia.gov/locations/madison-county,government,2026-06-24,high,Resource id 290: Madison County DFCS — Family Assistance,290
https://dfcs.georgia.gov/locations/marion-county,government,2026-06-24,high,Resource id 291: Marion County DFCS — Family Assistance,291
https://dfcs.georgia.gov/locations/mcduffie-county,government,2026-06-24,high,Resource id 292: McDuffie County DFCS — Family Assistance,292
https://dfcs.georgia.gov/locations/mcintosh-county,government,2026-06-24,high,Resource id 293: McIntosh County DFCS — Family Assistance,293
https://dfcs.georgia.gov/locations/meriwether-county,government,2026-06-24,high,Resource id 294: Meriwether County DFCS — Family Assistance,294
https://dfcs.georgia.gov/locations/miller-county,government,2026-06-24,high,Resource id 295: Miller County DFCS — Family Assistance,295
https://dfcs.georgia.gov/locations/mitchell-county,government,2026-06-24,high,Resource id 296: Mitchell County DFCS — Family Assistance,296
https://dfcs.georgia.gov/locations/monroe-county,government,2026-06-24,high,Resource id 297: Monroe County DFCS — Family Assistance,297
https://dfcs.georgia.gov/locations/montgomery-county,government,2026-06-24,high,Resource id 298: Montgomery County DFCS — Family Assistance,298
https://dfcs.georgia.gov/locations/morgan-county,government,2026-06-24,high,Resource id 299: Morgan County DFCS — Family Assistance,299
https://dfcs.georgia.gov/locations/murray-county,government,2026-06-24,high,Resource id 300: Murray County DFCS — Family Assistance,300
https://dfcs.georgia.gov/locations/muscogee-county,government,2026-06-24,high,Resource id 301: Muscogee County DFCS — Family Assistance,301
https://dfcs.georgia.gov/locations/newton-county,government,2026-06-24,high,Resource id 302: Newton County DFCS — Family Assistance,302
https://dfcs.georgia.gov/locations/oconee-county,government,2026-06-24,high,Resource id 303: Oconee County DFCS — Family Assistance,303
https://dfcs.georgia.gov/locations/oglethorpe-county,government,2026-06-24,high,Resource id 304: Oglethorpe County DFCS — Family Assistance,304
https://dfcs.georgia.gov/locations/paulding-county,government,2026-06-24,high,Resource id 305: Paulding County DFCS — Family Assistance,305
https://dfcs.georgia.gov/locations/peach-county,government,2026-06-24,high,Resource id 306: Peach County DFCS — Family Assistance,306
https://dfcs.georgia.gov/locations/pickens-county,government,2026-06-24,high,Resource id 307: Pickens County DFCS — Family Assistance,307
https://dfcs.georgia.gov/locations/pierce-county,government,2026-06-24,high,Resource id 308: Pierce County DFCS — Family Assistance,308
https://dfcs.georgia.gov/locations/pike-county,government,2026-06-24,high,Resource id 309: Pike County DFCS — Family Assistance,309
https://dfcs.georgia.gov/locations/polk-county,government,2026-06-24,high,Resource id 310: Polk County DFCS — Family Assistance,310
https://dfcs.georgia.gov/locations/pulaski-county,government,2026-06-24,high,Resource id 311: Pulaski County DFCS — Family Assistance,311
https://dfcs.georgia.gov/locations/putnam-county,government,2026-06-24,high,Resource id 312: Putnam County DFCS — Family Assistance,312
https://dfcs.georgia.gov/locations/quitman-county,government,2026-06-24,high,Resource id 313: Quitman County DFCS — Family Assistance,313
https://dfcs.georgia.gov/locations/rabun-county,government,2026-06-24,high,Resource id 314: Rabun County DFCS — Family Assistance,314
https://dfcs.georgia.gov/locations/randolph-county,government,2026-06-24,high,Resource id 315: Randolph County DFCS — Family Assistance,315
https://dfcs.georgia.gov/locations/richmond-county,government,2026-06-24,high,Resource id 316: Richmond County DFCS — Family Assistance,316
https://dfcs.georgia.gov/locations/rockdale-county,government,2026-06-24,high,Resource id 317: Rockdale County DFCS — Family Assistance,317
https://dfcs.georgia.gov/locations/schley-county,government,2026-06-24,high,Resource id 318: Schley County DFCS — Family Assistance,318
https://dfcs.georgia.gov/locations/screven-county,government,2026-06-24,high,Resource id 319: Screven County DFCS — Family Assistance,319
https://dfcs.georgia.gov/locations/seminole-county,government,2026-06-24,high,Resource id 320: Seminole County DFCS — Family Assistance,320
https://dfcs.georgia.gov/locations/spalding-county,government,2026-06-24,high,Resource id 321: Spalding County DFCS — Family Assistance,321
https://dfcs.georgia.gov/locations/stephens-county,government,2026-06-24,high,Resource id 322: Stephens County DFCS — Family Assistance,322
https://dfcs.georgia.gov/locations/stewart-county,government,2026-06-24,high,Resource id 323: Stewart County DFCS — Family Assistance,323
https://dfcs.georgia.gov/locations/sumter-county,government,2026-06-24,high,Resource id 324: Sumter County DFCS — Family Assistance,324
https://dfcs.georgia.gov/locations/talbot-county,government,2026-06-24,high,Resource id 325: Talbot County DFCS — Family Assistance,325
https://dfcs.georgia.gov/locations/taliaferro-county,government,2026-06-24,high,Resource id 326: Taliaferro County DFCS — Family Assistance,326
https://dfcs.georgia.gov/locations/tattnall-county,government,2026-06-24,high,Resource id 327: Tattnall County DFCS — Family Assistance,327
https://dfcs.georgia.gov/locations/taylor-county,government,2026-06-24,high,Resource id 328: Taylor County DFCS — Family Assistance,328
https://dfcs.georgia.gov/locations/telfair-county,government,2026-06-24,high,Resource id 329: Telfair County DFCS — Family Assistance,329
https://dfcs.georgia.gov/locations/terrell-county,government,2026-06-24,high,Resource id 330: Terrell County DFCS — Family Assistance,330
https://dfcs.georgia.gov/locations/thomas-county,government,2026-06-24,high,Resource id 331: Thomas County DFCS — Family Assistance,331
https://dfcs.georgia.gov/locations/tift-county,government,2026-06-24,high,Resource id 332: Tift County DFCS — Family Assistance,332
https://dfcs.georgia.gov/locations/toombs-county,government,2026-06-24,high,Resource id 333: Toombs County DFCS — Family Assistance,333
https://dfcs.georgia.gov/locations/towns-county,government,2026-06-24,high,Resource id 334: Towns County DFCS — Family Assistance,334
https://dfcs.georgia.gov/locations/treutlen-county,government,2026-06-24,high,Resource id 335: Treutlen County DFCS — Family Assistance,335
https://dfcs.georgia.gov/locations/troup-county,government,2026-06-24,high,Resource id 336: Troup County DFCS — Family Assistance,336
https://dfcs.georgia.gov/locations/turner-county,government,2026-06-24,high,Resource id 337: Turner County DFCS — Family Assistance,337
https://dfcs.georgia.gov/locations/twiggs-county,government,2026-06-24,high,Resource id 338: Twiggs County DFCS — Family Assistance,338
https://dfcs.georgia.gov/locations/union-county,government,2026-06-24,high,Resource id 339: Union County DFCS — Family Assistance,339
https://dfcs.georgia.gov/locations/upson-county,government,2026-06-24,high,Resource id 340: Upson County DFCS — Family Assistance,340
https://dfcs.georgia.gov/locations/walker-county,government,2026-06-24,high,Resource id 341: Walker County DFCS — Family Assistance,341
https://dfcs.georgia.gov/locations/walton-county,government,2026-06-24,high,Resource id 342: Walton County DFCS — Family Assistance,342
https://dfcs.georgia.gov/locations/ware-county,government,2026-06-24,high,Resource id 343: Ware County DFCS — Family Assistance,343
https://dfcs.georgia.gov/locations/warren-county,government,2026-06-24,high,Resource id 344: Warren County DFCS — Family Assistance,344
https://dfcs.georgia.gov/locations/washington-county,government,2026-06-24,high,Resource id 345: Washington County DFCS — Family Assistance,345
https://dfcs.georgia.gov/locations/wayne-county,government,2026-06-24,high,Resource id 346: Wayne County DFCS — Family Assistance,346
https://dfcs.georgia.gov/locations/webster-county,government,2026-06-24,high,Resource id 347: Webster County DFCS — Family Assistance,347
https://dfcs.georgia.gov/locations/wheeler-county,government,2026-06-24,high,Resource id 348: Wheeler County DFCS — Family Assistance,348
https://dfcs.georgia.gov/locations/white-county,government,2026-06-24,high,Resource id 349: White County DFCS — Family Assistance,349
https://dfcs.georgia.gov/locations/whitfield-county,government,2026-06-24,high,Resource id 350: Whitfield County DFCS — Family Assistance,350
https://dfcs.georgia.gov/locations/wilcox-county,government,2026-06-24,high,Resource id 351: Wilcox County DFCS — Family Assistance,351
https://dfcs.georgia.gov/locations/wilkes-county,government,2026-06-24,high,Resource id 352: Wilkes County DFCS — Family Assistance,352
https://dfcs.georgia.gov/locations/wilkinson-county,government,2026-06-24,high,Resource id 353: Wilkinson County DFCS — Family Assistance,353
https://dfcs.georgia.gov/locations/worth-county,government,2026-06-24,high,Resource id 354: Worth County DFCS — Family Assistance,354
https://www.gntc.edu/adult-education/class/,government,2026-06-24,high,Resource id 355: GNTC — Catoosa County Adult Education,355
https://www.deoclinic.org/about-us,nonprofit,2026-06-24,high,Resource id 356: The DEO Clinic — Free Healthcare,356
https://www.ourunitedway.org/our-impact,nonprofit,2026-06-24,high,Resource id 357: United Way of Northwest Georgia,357
https://www.cafi-ga.org/who-we-are/,nonprofit,2026-06-24,high,Resource id 358: Community Action for Improvement (CAFI),358
https://networks.whyhunger.org/organisation/33164,nonprofit,2026-06-24,high,Resource id 359: Christ Chapel Community Church — Food Pantry,359
https://www.gntc.edu/adult-education/class/,government,2026-06-24,high,Resource id 360: GNTC — Whitfield County Adult Education,360
https://www.sctech.edu/adult-education,government,2026-06-24,high,Resource id 361: Southern Crescent Technical College — Griffin Adult Education,361
